COUNTY AREA TOTAL DEM REP IND1 IND2
COUNTY AREA TOTAL Hegar Cornyn McKennon Collins
Nueces 3550023 0 317 1218 21 9
Nueces 3550024 0 241 96 8 3
Nueces 3550025 0 81 215 4 0
Nueces 3550026 0 1173 2035 53 16
Nueces 3550027 0 166 171 12 3
Nueces 3550028 0 26 133 2 0
Nueces 3550029 0 980 1298 39 12
Nueces 3550030 0 38 10 6 1
Nueces 3550031 0 147 59 10 2
Nueces 3550032 0 618 604 29 13
Nueces 3550033 0 147 81 5 5
Nueces 3550034 0 127 103 7 2
Nueces 3550035 0 260 97 7 8
Nueces 3550036 0 255 182 5 5
Nueces 3550037 0 414 234 14 5
Nueces 3550038 0 94 23 4 0
Nueces 3550039 0 134 147 4 3
Nueces 3550040 0 766 2260 57 16
Nueces 3550041 0 88 58 6 1
Nueces 3550042 0 126 186 3 4
Nueces 3550043 0 194 67 7 2
Nueces 3550044 0 230 111 8 4
Nueces 3550045 0 130 45 3 4
Nueces 3550046 0 77 30 2 2
Nueces 3550047 0 90 40 3 4
Nueces 3550048 0 473 356 23 10
Nueces 3550049 0 182 466 11 4
Nueces 3550050 0 187 130 7 5
Nueces 3550051 0 532 379 22 14
Nueces 3550052 0 317 105 6 2
Nueces 3550053 0 242 107 11 3
Nueces 3550054 0 541 229 14 9
Nueces 3550055 0 371 162 5 8
Nueces 3550056 0 259 125 15 6
Nueces 3550057 0 261 162 4 7
Nueces 3550058 0 415 385 18 7
Nueces 3550059 0 503 410 20 9
Nueces 3550060 0 315 94 15 5
Nueces 3550061 0 244 53 8 4
Nueces 3550062 0 255 104 8 6
Nueces 3550063 0 722 946 40 9
Nueces 3550064 0 264 429 11 1
Nueces 3550065 0 927 1181 49 20
Nueces 3550066 0 476 373 20 8
Nueces 3550067 0 1183 1416 57 14
Nueces 3550068 0 338 190 7 3
Nueces 3550069 0 601 387 17 9
Nueces 3550070 0 799 489 34 13
Nueces 3550071 0 483 217 19 9
Nueces 3550072 0 489 309 17 9
Nueces 3550073 0 464 197 15 4
Nueces 3550074 0 522 198 8 7
Nueces 3550075 0 633 231 20 12
Nueces 3550076 0 187 74 1 5
Nueces 3550077 0 87 21 3 2
Nueces 3550078 0 531 188 19 7
Nueces 3550079 0 326 138 8 4
Nueces 3550080 0 517 138 17 7
Nueces 3550081 0 754 2276 58 16
Nueces 3550082 0 145 86 5 2
Nueces 3550083 0 317 128 5 7
Nueces 3550084 0 213 185 12 3
Nueces 3550085 0 160 36 2 2
Nueces 3550086 0 228 249 11 4
Nueces 3550087 0 440 339 26 8
Nueces 3550088 0 712 769 28 9
Nueces 3550089 0 178 146 8 3
Nueces 3550090 0 240 223 10 8
Nueces 3550091 0 1014 980 54 22
Nueces 3550092a 0 556 623 17 8
Nueces 3550092b 0 27 28 0 0
Nueces 3550093 0 860 467 23 15
Nueces 3550094 0 624 537 31 10
Nueces 3550095 0 261 128 10 4
Nueces 3550096 0 278 158 9 4
Nueces 3550097 0 374 138 17 5
Nueces 3550098 0 598 182 21 10
Nueces 3550099 0 155 73 6 2
Nueces 3550100 0 312 327 14 4
Nueces 3550101 0 778 1106 37 21
Nueces 3550102 0 355 550 24 3
Nueces 3550103 0 586 1048 37 16
Nueces 3550104 0 256 90 5 7
Nueces 3550105 0 364 123 5 1
Nueces 3550106 0 700 661 27 9
Nueces 3550107 0 799 2287 47 13
Nueces 3550108 0 191 134 7 2
Nueces 3550109 0 151 155 7 4
Nueces 3550110 0 310 501 17 8
Nueces 3550111 0 241 375 10 3
Nueces 3550112 0 677 722 21 15
Nueces 3550113 0 150 48 6 2
Nueces 3550114 0 175 93 8 2
Nueces 3550115 0 533 636 24 9
Nueces 3550116 0 1321 1292 53 17
Nueces 3550117 0 552 1458 56 10
Nueces 3550118 0 857 592 30 10
Nueces 3550119 0 791 1117 50 21
Nueces 3550120 0 576 661 31 12
Nueces 3550121 0 475 408 16 5
Nueces 3550122 0 688 1621 52 16
Nueces 3550123 0 444 869 26 8
Nueces 3550124 0 893 1112 52 7
Nueces 3550125 0 1617 2138 77 34
Nueces 3550126 0 955 1594 47 19
Nueces 3550127 0 326 913 19 3
Ochiltree 3570001 0 52 382 8 3
Ochiltree 3570002 0 71 570 6 3
Ochiltree 3570003 0 79 1066 11 1
Ochiltree 3570004 0 76 765 11 1
Oldham 3590101 0 18 135 1 0
Oldham 3590103 0 5 126 0 3
Oldham 3590202 0 14 96 2 0
Oldham 3590203 0 11 147 0 1
Oldham 3590303 0 13 181 4 0
Oldham 3590403 0 7 96 2 0
Oldham 3590404 0 6 127 0 1
Orange 3610001 0 34 165 4 1
Orange 3610002 0 413 251 19 4
Orange 3610003 0 548 129 11 6
Orange 3610004 0 212 6 4 4
Orange 3610005 0 452 449 14 3
Orange 3610006 0 203 944 20 4
Orange 3610007 0 286 807 26 4
Orange 3610008 0 216 1262 25 2
Orange 3610009 0 196 1115 14 5
Orange 3610010 0 100 444 2 0
Orange 3610011 0 90 246 3 0
Orange 3610012 0 180 553 15 3
Orange 3610013 0 288 495 15 5
Orange 3610014 0 365 717 14 2
Orange 3610015 0 212 929 21 3
Orange 3610016 0 160 1581 21 5
Orange 3610017 0 115 1102 17 3
Orange 3610018 0 144 1121 37 3
Orange 3610019 0 136 876 23 7
Orange 3610020 0 96 796 18 4
Orange 3610021 0 27 151 2 2
Orange 3610022 0 90 750 12 5
Orange 3610023 0 164 1710 23 6
Orange 3610024 0 115 884 14 7
Orange 3610025 0 133 1016 17 4
Orange 3610026 0 202 1307 23 10
Orange 3610027 0 140 1272 16 7
Orange 3610028 0 250 2013 34 8
Orange 3610029 0 92 658 15 3
Orange 3610030 0 77 589 13 4
Orange 3610031 0 193 1436 22 6
Orange 3610032 0 121 1207 18 1
Orange 3610033 0 88 828 21 8
Orange 3610034 0 111 911 19 1
"Palo Pinto" 3630001 0 75 327 7 5
"Palo Pinto" 3630002 0 1 14 0 0
"Palo Pinto" 3630003 0 93 600 9 2
"Palo Pinto" 3630004 0 32 269 5 3
"Palo Pinto" 3630005 0 64 263 7 1
"Palo Pinto" 3630006 0 143 586 18 1
"Palo Pinto" 3630007 0 38 359 5 2
"Palo Pinto" 3630008 0 129 1108 24 7
"Palo Pinto" 3630009 0 40 266 4 0
"Palo Pinto" 3630011 0 25 209 3 1
"Palo Pinto" 3630012 0 45 264 6 3
"Palo Pinto" 3630013 0 78 398 5 3
"Palo Pinto" 3630014 0 14 89 1 0
"Palo Pinto" 3630015 0 69 571 8 2
"Palo Pinto" 3630016 0 39 295 6 0
"Palo Pinto" 3630017 0 92 251 8 2
"Palo Pinto" 3630018 0 17 111 2 0
"Palo Pinto" 3630020 0 13 149 1 2
"Palo Pinto" 3630021 0 105 452 5 7
"Palo Pinto" 3630022 0 68 601 15 1
"Palo Pinto" 3630023 0 210 700 27 1
"Palo Pinto" 3630024 0 17 77 4 0
"Palo Pinto" 3630025 0 23 67 2 2
"Palo Pinto" 3630026 0 9 37 1 2
"Palo Pinto" 3630027 0 223 859 23 9
"Palo Pinto" 3630028 0 92 375 14 4
"Palo Pinto" 3630029 0 150 463 11 8
"Palo Pinto" 3630030 0 124 239 10 2
Panola 3650001 0 276 1053 11 4
Panola 3650002 0 277 1236 12 6
Panola 3650003 0 180 779 10 1
Panola 3650005 0 29 324 2 0
Panola 3650007 0 99 430 8 1
Panola 3650008 0 32 140 1 0
Panola 3650009 0 88 411 5 2
Panola 3650010 0 62 171 1 0
Panola 3650012 0 13 289 3 0
Panola 3650013 0 60 165 3 0
Panola 3650014 0 26 299 3 4
Panola 3650018 0 221 1254 15 0
Panola 3650019 0 13 236 2 2
Panola 3650020 0 4 248 1 0
Panola 3650022 0 95 137 2 1
Panola 3650026 0 32 97 1 2
Panola 3650027 0 278 389 12 2
Panola 3650028 0 218 1254 15 3
Panola 3650029 0 12 233 2 2
Parker 3670100 0 602 2509 58 20
Parker 3670105 0 241 1353 36 9
Parker 3670110 0 241 987 32 4
Parker 3670111 0 164 790 15 10
Parker 3670115 0 322 1549 44 12
Parker 3670120 0 227 1285 51 5
Parker 3670125 0 210 1796 37 8
Parker 3670130 0 362 1980 50 13
Parker 3670135 0 201 1050 22 10
Parker 3670140 0 115 822 16 8
Parker 3670200 0 231 824 37 3
Parker 3670205 0 282 921 43 6
Parker 3670210 0 161 1294 25 3
Parker 3670215 0 337 2347 56 10
Parker 3670220 0 49 497 8 0
Parker 3670225 0 100 863 14 3
Parker 3670230 0 183 976 27 7
Parker 3670235 0 93 754 16 4
Parker 3670240 0 128 1071 29 6
Parker 3670245 0 134 855 21 0
Parker 3670250 0 169 899 31 2
Parker 3670255 0 246 1079 19 9
Parker 3670300 0 319 886 35 8
Parker 3670305 0 364 1557 54 13
Parker 3670310 0 296 835 30 5
Parker 3670315 0 476 2269 61 17
Parker 3670320 0 197 1366 33 11
Parker 3670325 0 175 1235 27 13
Parker 3670330 0 169 849 32 9
Parker 3670335 0 267 2879 54 3
Parker 3670340 0 85 712 9 2
Parker 3670345 0 206 1386 28 7
Parker 3670350 0 242 1711 38 6
Parker 3670400 0 443 2024 33 10
Parker 3670405a 0 418 2016 49 10
Parker 3670405b 0 37 176 4 0
Parker 3670410 0 294 1330 30 5
Parker 3670415 0 717 2241 73 9
Parker 3670420 0 286 1485 26 3
Parker 3670425 0 181 929 21 4
Parker 3670430 0 437 1799 54 10
Parker 3670435 0 417 1895 53 4
Parker 3670440 0 465 2673 63 14
Parker 3670445 0 234 1363 32 4
Parker 3670450 0 396 1588 42 6
Parmer 3690101 0 144 619 10 4
Parmer 3690201 0 122 236 6 8
Parmer 3690202 0 7 139 0 0
Parmer 3690203 0 0 52 0 0
Parmer 3690301 0 84 568 3 0
Parmer 3690302 0 6 147 2 0
Parmer 3690303 0 5 39 0 0
Parmer 3690401 0 19 208 3 1
Parmer 3690402 0 67 124 4 0
Pecos 3710001 0 382 821 23 9
Pecos 3710002 0 400 673 13 8
Pecos 3710003 0 15 142 5 0
Pecos 3710004 0 62 369 4 2
Pecos 3710005 0 0 43 1 0
Pecos 3710006 0 23 65 2 0
Pecos 3710007 0 325 565 16 5
Pecos 3710009 0 21 131 4 1
Pecos 3710010 0 148 272 11 7
Polk 3730001 0 40 233 9 5
Polk 3730002 0 46 306 9 2
Polk 3730003 0 218 827 20 9
Polk 3730004 0 203 757 18 2
Polk 3730005 0 361 1374 32 10
Polk 3730006 0 470 2632 57 22
Polk 3730007 0 108 291 13 2
Polk 3730008 0 160 457 8 2
Polk 3730009 0 104 387 11 3
Polk 3730010 0 386 913 19 10
Polk 3730011 0 51 169 2 1
Polk 3730012 0 137 23 9 7
Polk 3730013 0 34 240 8 5
Polk 3730014 0 84 472 16 6
Polk 3730015 0 76 667 13 6
Polk 3730016 0 434 2207 61 20
Polk 3730017 0 134 706 17 4
Polk 3730018 0 190 123 7 5
Polk 3730019 0 882 2134 36 2
Polk 3730020 0 955 2176 44 7
Polk 3730021 0 164 641 17 3
Potter 3750121 0 270 1188 29 5
Potter 3750122 0 416 1185 49 13
Potter 3750123 0 725 1536 64 13
Potter 3750124 0 372 1240 43 7
Potter 3750125 0 717 1478 59 13
Potter 3750126 0 471 963 46 15
Potter 3750221 0 293 421 17 9
Potter 3750222 0 237 489 13 12
Potter 3750223 0 389 458 22 12
Potter 3750224 0 558 871 26 17
Potter 3750225 0 343 406 24 10
Potter 3750321 0 172 1839 32 5
Potter 3750322 0 17 141 5 0
Potter 3750323 0 373 2456 57 17
Potter 3750324 0 631 2693 50 5
Potter 3750325 0 408 1248 42 14
Potter 3750326 0 303 1509 34 13
Potter 3750327 0 136 619 27 7
Potter 3750421 0 291 283 14 11
Potter 3750422 0 929 664 37 21
Potter 3750424 0 402 281 15 7
Potter 3750425 0 421 391 21 12
Potter 3750426 0 124 188 6 6
Potter 3750427 0 170 136 6 3
Presidio 3770001 0 138 86 4 2
Presidio 3770002 0 151 105 6 6
Presidio 3770003 0 14 8 1 0
Presidio 3770004 0 258 95 5 11
Presidio 3770005 0 164 99 5 8
Presidio 3770006 0 3 12 0 1
Presidio 3770007 0 646 246 8 9
Rains 3790101 0 77 850 13 2
Rains 3790102 0 110 450 7 2
Rains 3790203 0 121 979 13 6
Rains 3790204 0 56 403 4 3
Rains 3790305 0 96 570 9 4
Rains 3790306 0 150 579 12 2
Rains 3790407 0 89 666 15 2
Rains 3790408 0 90 563 8 5
Randall 3810110 0 456 3261 69 11
Randall 3810111 0 785 1965 64 15
Randall 3810112 0 559 1517 84 14
Randall 3810114 0 531 1589 59 12
Randall 3810123 0 287 948 32 6
Randall 3810208 0 906 4297 109 10
Randall 3810220 0 280 1105 34 4
Randall 3810222 0 562 2575 72 9
Randall 3810227 0 665 3211 58 18
Randall 3810228 0 670 2966 69 6
Randall 3810230 0 362 1918 36 4
Randall 3810305 0 339 1566 51 9
Randall 3810306 0 507 2415 78 7
Randall 3810307 0 420 2428 55 7
Randall 3810309 0 275 2210 51 15
Randall 3810324 0 654 3255 46 11
Randall 3810325 0 382 2871 55 8
Randall 3810415 0 684 2765 72 11
Randall 3810418 0 752 2711 90 19
Randall 3810421 0 511 1614 59 11
Randall 3810426 0 304 1782 35 8
Randall 3810429 0 727 2147 70 19
Reagan 3830001 0 34 108 4 2
Reagan 3830002 0 54 316 5 2
Reagan 3830003a 0 38 235 3 2
Reagan 3830003b 0 0 27 0 0
Reagan 3830004 0 28 207 1 3
Real 3850001 0 77 442 8 1
Real 3850002 0 83 506 7 3
Real 3850003 0 65 256 1 2
Real 3850004 0 17 170 0 0
Real 3850006 0 40 198 3 2
Real 3850007 0 4 54 0 0
"Red River" 3870001 0 4 59 0 0
"Red River" 3870002 0 137 306 2 1
"Red River" 3870003 0 321 385 9 2
"Red River" 3870004 0 238 360 5 3
"Red River" 3870005 0 79 643 8 8
"Red River" 3870007 0 32 161 4 2
"Red River" 3870009 0 8 216 0 0
"Red River" 3870010 0 13 142 4 0
"Red River" 3870011 0 13 103 1 0
"Red River" 3870013 0 63 420 6 5
"Red River" 3870014 0 17 130 1 2
"Red River" 3870017 0 21 158 2 2
"Red River" 3870018 0 11 105 0 0
"Red River" 3870019 0 34 306 3 0
"Red River" 3870020 0 37 64 3 0
"Red River" 3870021 0 29 84 2 1
"Red River" 3870024 0 24 114 0 1
"Red River" 3870027 0 29 288 4 2
"Red River" 3870028 0 41 122 0 0
"Red River" 3870029 0 22 91 2 1
"Red River" 3870030 0 9 84 2 1
"Red River" 3870031 0 9 111 0 0
Reeves 3890001 0 73 96 6 2
Reeves 3890002 0 172 210 15 5
Reeves 3890003 0 197 294 4 4
Reeves 3890004 0 7 32 0 0
Reeves 3890005 0 79 155 10 2
Reeves 3890006 0 27 33 1 1
Reeves 3890007 0 154 287 8 4
Reeves 3890008 0 80 127 9 4
Reeves 3890010 0 181 261 9 6
Reeves 3890011 0 197 151 7 10
Reeves 3890012 0 170 332 3 5
Refugio 3910001 0 125 139 5 2
Refugio 3910002 0 132 476 8 3
Refugio 3910003 0 117 368 7 3
Refugio 3910004 0 149 83 7 4
Refugio 391001a 0 175 170 4 4
Refugio 391002a 0 17 136 1 1
Refugio 391002b 0 61 135 6 3
Refugio 391003a 0 102 346 5 1
Refugio 391004a 0 99 144 7 2
Refugio 391004b 0 46 76 2 1
Roberts 3930001 0 3 127 1 0
Roberts 3930002 0 2 133 1 0
Roberts 3930003 0 3 120 1 0
Roberts 39304-1 0 3 73 0 0
Roberts 39304-2 0 4 73 1 0
Robertson 3950001 0 329 521 13 8
Robertson 3950002 0 342 588 22 6
Robertson 3950003 0 61 404 4 1
Robertson 3950004 0 56 360 8 0
Robertson 3950005 0 230 811 7 4
Robertson 3950006 0 204 1001 19 3
Robertson 3950007 0 24 27 0 0
Robertson 3950008 0 18 180 2 0
Robertson 3950011 0 175 624 17 1
Robertson 3950013 0 17 155 1 1
Robertson 3950016 0 15 105 3 1
Robertson 3950018 0 10 54 3 1
Robertson 3950019 0 40 400 8 5
Robertson 3950022 0 513 148 8 2
Robertson 3950023 0 210 212 3 3
Rockwall 3970001 0 1235 3024 70 20
Rockwall 3970002 0 927 2377 60 17
Rockwall 3970003 0 164 205 5 3
Rockwall 3970004 0 452 1617 37 15
Rockwall 397001a 0 990 1850 48 24
Rockwall 397001b 0 1199 3704 76 17
Rockwall 397001c 0 646 1945 39 7
Rockwall 397002a 0 1071 2273 52 26
Rockwall 397002b 0 514 915 28 11
Rockwall 397002c 0 974 3528 55 16
Rockwall 397003a 0 488 474 24 13
Rockwall 397003b 0 983 1328 50 24
Rockwall 397003c 0 438 1893 19 4
Rockwall 397003d 0 1315 4510 75 22
Rockwall 397004a 0 2474 5058 159 48
Rockwall 397004b 0 339 712 25 14
Rockwall 397004c 0 814 2171 73 18
Runnels 3990001 0 120 744 17 3
Runnels 3990002 0 22 59 2 1
Runnels 3990003 0 107 793 14 6
Runnels 3990004a 0 40 191 4 2
Runnels 3990004b 0 0 13 0 0
Runnels 3990005 0 7 121 3 1
Runnels 3990006 0 8 91 2 0
Runnels 3990007 0 76 491 8 6
Runnels 3990008 0 50 457 6 1
Runnels 3990009 0 72 468 10 2
Runnels 3990010 0 13 294 0 3
Rusk 4010111 0 104 536 6 4
Rusk 4010112 0 234 1057 17 8
Rusk 4010113 0 388 1634 33 2
Rusk 4010114 0 200 855 9 9
Rusk 4010201 0 146 471 18 3
Rusk 4010212 0 97 520 6 3
Rusk 4010213 0 241 1136 12 4
Rusk 4010214 0 394 1436 17 6
Rusk 4010215 0 389 1179 24 5
Rusk 4010302 0 302 345 8 1
Rusk 4010303 0 422 472 11 2
Rusk 4010314a 0 93 611 7 0
Rusk 4010314b 0 10 65 0 0
Rusk 4010315 0 61 549 14 1
Rusk 4010316 0 37 291 4 2
Rusk 4010317 0 155 256 0 5
Rusk 4010318 0 144 612 12 0
Rusk 4010319 0 97 154 3 0
Rusk 4010404 0 214 966 23 2
Rusk 4010405 0 168 704 10 4
Rusk 4010416 0 107 520 9 3
Rusk 4010417 0 200 758 14 6
Rusk 4010418 0 252 1240 20 8
Sabine 4030001 0 137 1201 14 4
Sabine 4030002 0 116 964 8 4
Sabine 4030003 0 102 260 3 3
Sabine 4030004 0 10 184 0 0
Sabine 4030005 0 79 756 11 4
Sabine 4030006 0 146 1057 6 5
Sabine 4030007 0 69 52 2 3
Sabine 4030008 0 29 204 2 0
"San Augustine" 4050001 0 276 537 8 5
"San Augustine" 4050002 0 111 123 2 0
"San Augustine" 4050003 0 48 121 1 0
"San Augustine" 4050004 0 85 189 1 2
"San Augustine" 4050005 0 40 223 2 0
"San Augustine" 4050006 0 16 192 7 1
"San Augustine" 4050007 0 28 215 2 0
"San Augustine" 4050008 0 38 413 6 3
"San Augustine" 4050009 0 74 591 3 0
"San Augustine" 4050010 0 22 279 4 0
"San Augustine" 4050011 0 190 15 3 1
"San Jacinto" 4070001 0 402 1487 49 13
"San Jacinto" 4070002 0 457 1902 38 16
"San Jacinto" 4070003 0 153 715 22 6
"San Jacinto" 4070004 0 42 484 13 1
"San Jacinto" 4070005 0 150 1158 26 5
"San Jacinto" 4070006 0 249 1218 23 7
"San Jacinto" 4070007 0 392 1119 16 6
"San Jacinto" 4070008 0 169 620 9 6
"San Jacinto" 4070010 0 41 359 13 1
"San Jacinto" 4070013 0 72 406 10 2
"San Jacinto" 4070014 0 141 340 5 0
"San Patricio" 4090101 0 132 170 8 1
"San Patricio" 4090102 0 662 846 34 9
"San Patricio" 4090103 0 45 234 3 1
"San Patricio" 4090104 0 290 616 16 7
"San Patricio" 4090105 0 520 353 9 10
"San Patricio" 4090106 0 284 621 21 9
"San Patricio" 4090107 0 55 123 1 0
"San Patricio" 4090108 0 743 1912 56 7
"San Patricio" 4090109 0 472 1285 41 12
"San Patricio" 4090110 0 379 616 14 6
"San Patricio" 4090111 0 6 21 0 0
"San Patricio" 4090112 0 448 150 6 3
"San Patricio" 4090113 0 384 237 12 6
"San Patricio" 4090114 0 315 946 34 11
"San Patricio" 4090115 0 564 1807 52 18
"San Patricio" 4090116 0 632 2337 62 13
"San Patricio" 4090117 0 83 244 5 4
"San Patricio" 4090118 0 612 504 20 11
"San Patricio" 4090119 0 232 591 22 4
"San Patricio" 4090120 0 111 373 10 2
"San Patricio" 4090121 0 382 873 27 4
"San Patricio" 4090122 0 167 353 6 0
"San Patricio" 4090123 0 25 49 0 0
"San Patricio" 4090124 0 942 892 27 23
"San Patricio" 4090125 0 9 21 1 0
"San Saba" 4110001 0 73 560 2 0
"San Saba" 411002a 0 46 390 0 0
"San Saba" 411002b 0 16 172 1 0
"San Saba" 411003a 0 43 327 3 2
"San Saba" 411003b 0 31 238 1 0
"San Saba" 411004a 0 52 462 1 1
"San Saba" 411004b 0 9 69 1 0
Schleicher 4130001 0 57 267 2 3
Schleicher 4130002 0 55 235 3 0
Schleicher 4130003 0 38 71 3 0
Schleicher 4130004 0 41 354 2 1
Scurry 4150005 0 10 72 2 0
Scurry 4150006 0 17 166 0 2
Scurry 4150007 0 209 1254 24 3
Scurry 4150008 0 68 477 7 2
Scurry 4150009 0 29 348 6 1
Scurry 4150010 0 91 746 1 4
Scurry 4150011 0 4 99 3 1
Scurry 4150012 0 127 712 16 9
Scurry 4150013 0 41 283 6 1
Scurry 4150014 0 11 81 1 0
Scurry 4150015 0 198 632 23 9
Shackelford 4170101 0 30 339 1 0
Shackelford 4170202 0 23 419 6 2
Shackelford 4170303 0 10 182 3 0
Shackelford 4170307 0 13 193 0 0
Shackelford 4170404 0 0 26 0 0
Shackelford 4170405 0 19 149 2 0
Shackelford 4170406a 0 20 164 2 1
Shackelford 4170406b 0 0 3 0 0
Shelby 4190002 0 59 496 5 0
Shelby 4190003 0 12 214 1 0
Shelby 4190004 0 104 442 3 1
Shelby 4190005 0 130 1277 6 4
Shelby 4190006 0 63 346 5 0
Shelby 4190007 0 151 423 2 0
Shelby 4190008 0 226 480 8 5
Shelby 419001n 0 151 756 5 2
Shelby 419001s 0 229 922 9 4
Shelby 419001w 0 46 243 5 2
Shelby 419009n 0 145 587 3 6
Shelby 419009s 0 102 528 13 1
Shelby 41901se 0 484 361 6 2
Shelby 41901sw 0 120 793 4 0
Sherman 4210101 0 4 40 0 0
Sherman 4210102 0 24 146 1 0
Sherman 4210201 0 17 96 1 0
Sherman 4210202 0 3 81 0 0
Sherman 4210301 0 6 76 2 1
Sherman 4210302 0 12 133 2 1
Sherman 4210401 0 22 316 1 0
Smith 4230001 0 285 420 13 9
Smith 4230002 0 295 102 7 4
Smith 4230003 0 504 1210 38 8
Smith 4230004 0 480 554 9 8
Smith 4230005 0 433 2758 42 14
Smith 4230006 0 104 580 9 3
Smith 4230007 0 320 928 18 5
Smith 4230008 0 209 778 13 1
Smith 4230009 0 113 61 5 1
Smith 4230010 0 970 1032 22 8
Smith 4230011 0 732 200 24 5
Smith 4230012 0 786 136 13 6
Smith 4230013 0 802 46 9 12
Smith 4230014 0 404 798 23 5
Smith 4230015 0 468 3129 35 9
Smith 4230016 0 608 119 8 4
Smith 4230017 0 79 624 11 3
Smith 4230018 0 643 59 8 5
Smith 4230019 0 490 2996 65 14
Smith 4230020 0 199 102 10 2
Smith 4230021 0 301 868 13 7
Smith 4230022 0 115 73 4 3
Smith 4230023 0 477 1108 37 5
Smith 4230025 0 379 1194 19 5
Smith 4230026 0 321 1603 22 16
Smith 4230027 0 450 787 26 14
Smith 4230028 0 505 2289 49 9
Smith 4230029 0 333 1036 25 8
Smith 4230030 0 544 2736 45 16
Smith 4230031 0 485 2441 42 10
Smith 4230032 0 446 1692 29 6
Smith 4230034 0 576 178 5 2
Smith 4230035 0 913 753 22 7
Smith 4230036 0 1230 384 23 11
Smith 4230037 0 258 1125 12 6
Smith 4230038 0 595 1228 41 8
Smith 4230039 0 159 76 4 1
Smith 4230040 0 639 3122 49 10
Smith 4230041 0 454 2583 42 5
Smith 4230042 0 566 2435 45 11
Smith 4230043 0 205 442 12 3
Smith 4230044 0 950 1554 41 9
Smith 4230045 0 90 894 10 2
Smith 4230046 0 197 546 7 4
Smith 4230047 0 102 186 3 0
Smith 4230048 0 107 163 5 1
Smith 4230049 0 81 69 1 0
Smith 4230050 0 440 1361 29 9
Smith 4230052 0 252 1366 12 7
Smith 4230054 0 622 1595 42 10
Smith 4230055 0 1242 2156 74 19
Smith 4230056 0 628 1741 37 16
Smith 4230058 0 595 1898 30 8
Smith 4230059 0 616 1977 48 10
Smith 4230060 0 177 178 5 1
Smith 4230061 0 600 739 38 11
Smith 4230063 0 38 12 2 0
Smith 4230064 0 49 51 0 0
Smith 4230065 0 49 48 0 0
Smith 4230066 0 201 225 6 4
Smith 4230070 0 118 214 6 3
Smith 4230071 0 691 2596 36 9
Smith 4230072 0 54 89 4 1
Smith 4230073 0 190 196 4 1
Smith 4230074 0 67 321 9 0
Smith 4230075 0 307 2111 23 10
Smith 4230076 0 210 118 11 7
Smith 4230077 0 113 116 6 3
Smith 4230078 0 22 76 2 1
Smith 4230079 0 586 2077 40 6
Smith 4230080 0 2 11 0 0
Smith 4230081 0 88 66 5 1
Smith 4230082 0 26 39 0 1
Somervell 4250001 0 149 827 13 5
Somervell 4250002 0 216 1212 19 8
Somervell 4250003 0 196 1044 27 8
Somervell 4250004 0 151 1020 19 6
Starr 4270001 0 789 544 25 33
Starr 4270002 0 1073 835 54 48
Starr 4270003 0 502 287 24 26
Starr 4270004 0 155 197 2 3
Starr 4270005 0 32 32 1 0
Starr 4270006 0 1958 1176 89 93
Starr 4270007 0 230 150 16 4
Starr 4270008 0 762 553 27 46
Starr 4270009 0 981 735 41 49
Starr 4270010 0 1657 1316 77 83
Stephens 4291-11 0 68 609 6 3
Stephens 4292-11 0 97 766 5 2
Stephens 4292-19a 0 1 49 0 0
Stephens 4292-19b 0 5 109 1 1
Stephens 4292-19c 0 0 0 0 0
Stephens 4293-11 0 67 306 6 4
Stephens 4293-19 0 32 300 5 0
Stephens 4294-11 0 43 373 1 1
Stephens 4294-19 0 50 577 7 5
Stephens 4295-11 0 11 223 1 1
Sterling 4310001a 0 10 121 0 1
Sterling 4310001b 0 4 35 0 1
Sterling 4310002a 0 11 88 1 0
Sterling 4310002b 0 0 9 0 0
Sterling 4310002c 0 1 12 1 1
Sterling 4310002d 0 1 4 0 0
Sterling 4310003 0 7 159 0 0
Sterling 4310004 0 13 139 0 2
Stonewall 4330001 0 18 153 0 1
Stonewall 4330002 0 33 158 0 0
Stonewall 4330003 0 24 150 1 0
Stonewall 4330004 0 47 125 2 2
Sutton 4350101 0 97 219 3 3
Sutton 4350201 0 51 344 4 1
Sutton 4350301 0 89 428 3 2
Sutton 4350401 0 68 213 0 4
Swisher 4370001 0 59 266 6 2
Swisher 4370002 0 123 434 8 3
Swisher 4370003 0 101 378 9 4
Swisher 4370004 0 59 116 9 3
Swisher 4370006 0 38 146 1 1
Swisher 4370007 0 33 279 8 0
Swisher 4370009 0 6 22 0 0
Swisher 4370011 0 45 154 3 2
Tarrant 4391001 0 671 614 30 6
Tarrant 4391004 0 863 734 40 10
Tarrant 4391005 0 381 32 11 7
Tarrant 4391008 0 135 30 2 2
Tarrant 4391009 0 387 603 29 6
Tarrant 4391010 0 141 44 3 2
Tarrant 4391011 0 398 72 10 11
Tarrant 4391012 0 978 540 38 13
Tarrant 4391013 0 1095 218 20 12
Tarrant 4391014 0 211 161 11 3
Tarrant 4391015 0 453 253 19 5
Tarrant 4391019 0 279 110 8 8
Tarrant 4391021 0 709 1437 44 6
Tarrant 4391022 0 397 478 13 9
Tarrant 4391023 0 1366 1227 60 28
Tarrant 4391024 0 930 1424 51 10
Tarrant 4391025 0 793 387 19 10
Tarrant 4391034 0 566 1865 47 9
Tarrant 4391056 0 124 50 1 4
Tarrant 4391059 0 263 93 1 8
