DIST COUNTY AREA TOTAL DEM REP GRN LIB OTHER
DIST COUNTY AREA TOTAL Dem Rep Grn Lib Other
3 Collin 158 0 1107 936 0 28 0
3 Collin 163 0 1763 1971 0 81 0
3 Collin 164 0 531 837 0 8 0
3 Collin 165 0 228 475 0 17 0
3 Collin 166 0 1349 1564 0 43 0
3 Collin 167 0 1976 1625 0 59 0
3 Collin 168 0 412 1007 0 38 0
3 Collin 169 0 1118 1196 0 47 0
3 Collin 171 0 1808 2326 0 72 0
3 Collin 172 0 854 1876 0 68 0
3 Collin 173 0 128 336 0 9 0
3 Collin 175 0 485 880 0 27 0
3 Collin 176 0 1347 1065 0 88 0
3 Collin 177 0 1604 1954 0 77 0
