COUNTY AREA TOTAL DEM REP IAP LPN NP NPP
Lincoln "2 - CALIENTE-0" 0 80 283 1 9 11 6
Lincoln "2 - CALIENTE-1" 0 28 60 2 1 3 2
Lincoln "3 - PANACA" 0 35 394 2 6 10 5
Lincoln "4 - PIOCHE" 0 85 370 4 2 25 7
Lincoln "5 - RACHEL" 0 4 24 0 1 2 1
Lincoln 99 0 0 0 0 0 0 0
Lyon 99 0 0 0 0 0 0 0
Lyon 99-0 0 1 0 0 0 0 0
Lyon 99-1 0 0 0 0 0 0 0
Lyon "East Mason Valley 1" 0 111 348 5 7 13 13
Lyon "East Mason Valley 2" 0 101 410 4 9 19 11
Lyon "Fernley 1" 0 198 601 8 15 14 9
Lyon "Fernley 10" 0 73 159 2 4 8 5
Lyon "Fernley 11" 0 141 322 7 6 5 4
Lyon "Fernley 12" 0 174 472 3 10 17 10
Lyon "Fernley 13" 0 199 562 4 14 14 8
Lyon "Fernley 14" 0 0 0 0 0 0 0
Lyon "Fernley 14- in city" 0 145 344 4 15 9 10
Lyon "Fernley 14- out of city" 0 0 0 0 0 0 0
Lyon "Fernley 2" 0 92 302 1 0 9 1
Lyon "Fernley 3" 0 66 203 3 5 4 3
Lyon "Fernley 4" 0 152 297 2 7 13 6
Lyon "Fernley 5" 0 103 299 4 3 6 7
Lyon "Fernley 6" 0 164 277 2 11 13 8
Lyon "Fernley 7" 0 236 384 13 7 10 7
Lyon "Fernley 8" 0 44 162 0 0 3 4
Lyon "Fernley 9" 0 51 120 1 2 5 5
Lyon "Mound House 1" 0 65 190 1 5 9 5
Lyon "Mound House 2" 0 116 194 2 4 8 8
Lyon "North Dayton 1" 0 255 680 7 11 16 13
Lyon "North Dayton 2" 0 326 824 6 11 17 13
Lyon "North Dayton 3" 0 213 338 1 10 9 3
Lyon "North Dayton 4" 0 252 416 7 10 12 12
Lyon "North Dayton 5" 0 164 460 4 5 8 7
Lyon "Silver City" 0 73 36 2 1 2 1
Lyon "Silver Springs 1" 0 146 377 6 5 16 8
Lyon "Silver Springs 2" 0 97 238 5 7 6 12
Lyon "Silver Springs 3" 0 151 388 1 6 14 12
Lyon "Silver Springs 4" 0 82 254 7 5 11 8
Lyon "Smith Valley 1" 0 138 634 5 4 8 5
Lyon "Smith Valley 2" 0 41 237 1 3 1 2
Lyon "South Dayton 1" 0 258 545 4 4 10 4
Lyon "South Dayton 2" 0 48 134 1 5 1 0
Lyon "South Dayton 3" 0 231 569 0 8 10 2
Lyon "South Dayton 4" 0 151 275 5 4 12 3
Lyon Spragg-Plummer 0 227 769 6 6 30 20
Lyon "Stagecoach 1" 0 165 605 8 13 14 17
Lyon "Stagecoach 2" 0 69 188 2 1 3 2
Lyon "West Mason Valley 1" 0 145 412 6 5 14 9
Lyon "West Mason Valley 2" 0 57 249 6 9 8 2
Lyon "West Mason Valley 3" 0 5 22 1 0 5 3
Mineral 1 0 73 217 1 7 14 2
Mineral 10 0 2 1 0 0 1 0
Mineral 11 0 167 66 4 4 11 6
Mineral 12 0 31 111 0 1 3 1
Mineral 2 0 68 163 5 3 10 2
Mineral 3 0 45 79 0 3 12 2
Mineral 4 0 43 86 1 6 12 4
Mineral 5 0 45 98 1 6 9 6
Mineral 6 0 65 112 1 4 15 12
Mineral 7 0 15 45 1 1 1 3
Mineral 8 0 6 12 0 0 0 0
Mineral 9 0 10 66 3 2 2 2
Mineral 99 0 0 0 0 0 0 0
Nye 99 0 1 2 0 0 0 0
Nye "AMARGOSA VLY 06" 0 85 183 3 4 8 7
Nye "BEATTY 01" 0 77 164 5 2 11 4
Nye "CURRANT 02" 0 2 38 0 1 1 2
Nye "DUCKWATER 03" 0 21 10 1 0 0 4
Nye "FORTY BAR 18" 0 18 17 0 1 0 0
Nye "GABBS 04" 0 17 36 1 3 4 0
Nye "IONE 05" 0 7 1 0 0 0 0
Nye "MANHATTAN 07" 0 12 39 0 0 0 0
Nye "MERCURY 08" 0 0 2 0 0 0 0
Nye "PAHRUMP 09" 0 307 728 12 19 24 20
Nye "PAHRUMP 10" 0 153 274 6 11 12 10
Nye "PAHRUMP 11" 0 277 490 12 14 22 17
Nye "PAHRUMP 16" 0 265 439 13 13 24 12
Nye "PAHRUMP 17" 0 207 487 4 5 10 9
Nye "PAHRUMP 19" 0 508 1203 18 25 40 12
Nye "PAHRUMP 20" 0 170 413 6 11 11 9
Nye "PAHRUMP 21" 0 258 614 15 17 28 23
Nye "PAHRUMP 22" 0 160 386 7 12 19 12
Nye "PAHRUMP 23" 0 100 194 9 5 13 6
Nye "PAHRUMP 24" 0 198 438 12 9 15 15
Nye "PAHRUMP 25" 0 69 231 1 5 9 4
Nye "PAHRUMP 26" 0 131 313 15 9 15 6
Nye "PAHRUMP 27" 0 174 433 14 13 24 14
Nye "PAHRUMP 28" 0 288 636 10 19 21 23
Nye "PAHRUMP 29" 0 293 604 11 19 29 21
Nye "PAHRUMP 30" 0 239 589 8 10 14 8
Nye "PAHRUMP 31" 0 261 737 7 9 23 7
Nye "PAHRUMP 32" 0 376 764 18 20 32 21
Nye "ROUND MTN 12" 0 39 165 5 10 3 4
Nye "SMOKY VALLEY 35" 0 14 207 2 3 2 4
Nye "SUNNYSIDE 13" 0 4 10 0 0 0 0
Nye "TONOPAH 14" 0 150 536 6 14 20 4
Nye "TONOPAH 15" 0 7 14 0 1 1 0
Pershing 1 0 125 443 2 6 11 3
Pershing 3 0 91 208 0 3 12 7
Pershing 4 0 67 125 4 5 10 2
Pershing 5 0 16 86 1 1 3 4
Pershing 6 0 62 270 2 3 3 6
Pershing 7 0 37 139 2 1 0 4
Pershing 99 0 0 0 0 0 0 0
Storey 1 0 78 198 4 4 11 2
Storey 10 0 0 0 0 0 0 0
Storey 11 0 0 8 0 0 0 0
Storey 12 0 0 1 0 0 0 0
Storey 13 0 0 0 0 0 0 0
Storey 14 0 0 0 0 0 0 0
Storey 15 0 1 12 0 0 0 0
Storey 2 0 100 193 3 5 12 1
Storey 3 0 2 13 0 0 0 0
Storey 4 0 104 223 7 8 11 12
Storey 5 0 240 578 4 5 7 3
Storey 6 0 199 269 8 10 10 14
Storey 7 0 0 0 0 0 0 0
Storey 8 0 0 0 0 0 0 0
Storey 9 0 0 0 0 0 0 0
Storey 99 0 0 0 0 0 0 0
Washoe 1000 0 315 158 0 4 3 1
Washoe 1002 0 353 201 1 11 14 1
Washoe 1003 0 716 292 7 8 16 8
Washoe 1005 0 0 0 0 0 0 0
Washoe 1006 0 187 90 1 3 7 0
Washoe 1007 0 536 516 5 2 6 1
Washoe 1008 0 174 95 2 2 2 1
Washoe 1010 0 628 405 6 9 17 7
Washoe 1011 0 399 123 12 4 19 8
Washoe 1012 0 155 124 1 6 3 4
Washoe 1014 0 598 419 2 8 14 9
Washoe 1015 0 27 4 0 0 0 0
Washoe 1016 0 407 212 2 10 10 1
Washoe 1018 0 591 155 7 10 4 6
Washoe 1020 0 497 406 1 2 10 4
Washoe 1022 0 391 342 2 4 4 0
Washoe 1023 0 304 288 0 2 3 1
Washoe 1024 0 583 543 7 3 9 9
Washoe 1026 0 345 280 5 3 9 5
Washoe 1027 0 183 141 1 3 2 1
Washoe 1029 0 592 501 4 6 16 3
Washoe 1031 0 306 274 5 3 7 1
Washoe 1032 0 281 192 3 3 12 3
Washoe 1033 0 502 304 4 4 11 7
Washoe 1035 0 291 99 4 1 3 2
Washoe 1036 0 399 116 2 10 5 0
Washoe 1038 0 248 171 1 0 2 1
Washoe 1039 0 219 111 4 4 4 2
Washoe 1040 0 0 0 0 0 0 0
Washoe 1043 0 366 221 6 9 11 2
Washoe 1044 0 455 337 5 8 8 7
Washoe 1045 0 200 159 3 6 6 2
Washoe 1046 0 66 42 0 0 1 0
Washoe 1047 0 93 166 0 0 3 1
Washoe 1050 0 0 0 0 0 0 0
Washoe 1051 0 0 1 0 0 0 0
Washoe 1053 0 207 164 0 2 1 0
Washoe 1055 0 481 293 5 6 15 6
Washoe 1056 0 435 291 4 10 5 2
Washoe 1057 0 554 364 6 9 11 8
Washoe 1058 0 0 0 0 0 0 0
Washoe 1059 0 0 1 0 0 0 0
Washoe 1061 0 0 0 0 0 0 0
Washoe 2000 0 202 119 2 5 5 1
Washoe 2002 0 0 0 0 0 0 0
Washoe 2004 0 280 123 7 7 13 3
Washoe 2006 0 415 354 3 5 14 5
Washoe 2007 0 32 10 0 0 0 0
Washoe 2009 0 126 54 3 1 3 2
Washoe 2010 0 109 131 0 1 10 1
Washoe 2013 0 163 156 0 0 4 1
Washoe 2016 0 178 161 1 4 7 5
Washoe 2017 0 299 193 4 9 4 4
Washoe 2018 0 467 342 7 8 17 12
Washoe 2019 0 473 728 4 1 13 5
Washoe 2020 0 128 89 1 0 0 1
Washoe 2021 0 201 243 0 4 5 2
Washoe 2022 0 180 240 3 4 4 6
Washoe 2023 0 400 242 3 8 13 7
Washoe 2025 0 174 237 0 0 0 2
Washoe 2026 0 163 80 3 0 2 1
Washoe 2027 0 280 258 3 4 6 2
Washoe 2028 0 319 327 4 2 2 3
Washoe 2029 0 253 229 2 1 10 2
Washoe 2030 0 224 200 1 7 5 0
Washoe 2031 0 350 433 1 5 6 4
Washoe 2032 0 325 221 2 5 13 6
Washoe 2033 0 331 418 0 8 10 3
Washoe 2034 0 123 280 1 0 0 0
Washoe 2035 0 247 392 0 2 9 1
Washoe 2036 0 346 322 1 3 10 4
Washoe 2037 0 332 311 2 8 15 7
Washoe 2039 0 179 138 4 5 1 2
Washoe 2040 0 201 153 3 4 4 2
Washoe 2041 0 997 1084 8 10 25 11
Washoe 2042 0 447 407 5 5 12 3
Washoe 2043 0 2 1 0 0 0 0
Washoe 2047 0 355 302 5 3 11 5
Washoe 2048 0 0 0 0 0 0 0
Washoe 2049 0 468 213 6 13 14 7
Washoe 2050 0 264 227 0 5 7 0
Washoe 2051 0 0 0 0 0 0 0
Washoe 2057 0 0 0 0 0 0 0
Washoe 2058 0 400 520 8 7 9 5
Washoe 2060 0 90 81 0 4 2 2
Washoe 2062 0 3 5 0 0 0 0
Washoe 2064 0 0 0 0 0 0 0
Washoe 2065 0 0 1 0 0 0 0
Washoe 2068 0 381 391 2 6 12 11
Washoe 2070 0 0 0 0 0 0 0
Washoe 2073 0 2 0 0 0 0 0
Washoe 2074 0 0 0 0 0 0 0
Washoe 2078 0 0 0 0 0 0 0
Washoe 2080 0 341 341 6 8 12 4
Washoe 2081 0 575 674 7 11 12 5
Washoe 3001 0 188 73 4 4 9 3
Washoe 3002 0 2 1 1 0 0 0
Washoe 3003 0 1 1 0 0 0 0
Washoe 3004 0 283 121 3 2 8 5
Washoe 3005 0 30 12 1 0 1 1
Washoe 3006 0 102 81 0 3 3 3
Washoe 3007 0 553 169 7 9 13 6
Washoe 3008 0 202 83 2 3 6 2
Washoe 3009 0 634 182 8 11 17 17
Washoe 3010 0 515 214 7 8 12 12
Washoe 3011 0 155 58 2 4 4 1
Washoe 3012 0 503 159 9 12 7 6
Washoe 3013 0 1 3 0 0 0 0
Washoe 3014 0 22 17 1 0 0 1
Washoe 3015 0 10 10 1 0 0 0
Washoe 3016 0 526 206 6 7 12 14
Washoe 3017 0 416 158 13 11 14 11
Washoe 3018 0 438 124 4 2 8 7
Washoe 3019 0 235 115 1 5 3 11
Washoe 3020 0 238 109 3 3 6 9
Washoe 3021 0 10 7 0 0 0 0
Washoe 3022 0 422 288 4 7 13 10
Washoe 3023 0 210 74 5 4 5 5
Washoe 3024 0 412 314 11 2 18 8
Washoe 3025 0 2 0 0 0 0 0
Washoe 3026 0 502 422 11 11 20 10
Washoe 3027 0 1 2 0 0 0 0
Washoe 3028 0 144 43 0 2 4 0
Washoe 3029 0 112 128 2 3 5 2
Washoe 3030 0 225 177 0 3 7 7
Washoe 3031 0 206 126 7 6 8 3
Washoe 3032 0 268 244 1 11 12 8
Washoe 3035 0 0 0 0 0 0 0
Washoe 3036 0 100 30 3 4 2 2
Washoe 3038 0 458 435 3 4 8 7
Washoe 3039 0 0 1 0 0 0 0
Washoe 3040 0 209 44 3 3 2 5
Washoe 4000 0 349 126 4 3 8 4
Washoe 4003 0 240 180 4 6 7 8
Washoe 4005 0 255 135 1 7 6 7
Washoe 4007 0 6 3 0 0 0 0
Washoe 4009 0 175 132 3 4 5 7
Washoe 4012 0 325 142 3 5 6 6
Washoe 4014 0 344 250 3 10 13 6
Washoe 4015 0 0 0 0 0 0 0
Washoe 4016 0 465 303 7 13 16 11
Washoe 4017 0 361 212 4 14 13 13
Washoe 4018 0 0 0 0 0 0 0
Washoe 4019 0 294 234 7 7 8 10
Washoe 4020 0 122 55 4 5 5 1
Washoe 4021 0 161 179 5 1 3 0
Washoe 4022 0 28 23 0 1 1 0
Washoe 4023 0 217 159 1 4 11 4
Washoe 4024 0 187 146 5 1 7 5
Washoe 4025 0 249 204 4 7 6 5
Washoe 4026 0 1 0 0 0 0 0
Washoe 4029 0 0 0 0 0 0 0
Washoe 4032 0 448 592 7 10 18 21
Washoe 4033 0 468 348 5 6 5 4
Washoe 4035 0 588 464 6 13 22 9
Washoe 4036 0 247 228 2 4 13 4
Washoe 4037 0 394 255 5 8 13 13
Washoe 4038 0 215 166 0 4 9 4
Washoe 4039 0 513 382 9 9 11 5
Washoe 4040 0 0 2 0 0 0 0
Washoe 4041 0 414 318 7 8 20 10
Washoe 4042 0 0 0 0 0 0 0
Washoe 4043 0 5 17 0 0 0 0
Washoe 4045 0 274 161 5 8 8 9
Washoe 4046 0 26 32 0 0 2 1
Washoe 4047 0 31 21 0 0 1 0
Washoe 4051 0 0 0 0 0 0 0
Washoe 4052 0 0 0 0 0 0 0
Washoe 4053 0 554 175 4 13 18 6
Washoe 4054 0 0 0 0 0 0 0
Washoe 4055 0 0 0 0 0 0 0
Washoe 4056 0 0 0 0 0 0 0
Washoe 5000 0 349 165 6 5 7 6
Washoe 5003 0 23 10 1 0 1 0
Washoe 5005 0 287 168 10 7 5 7
Washoe 5006 0 620 269 2 8 20 9
Washoe 5007 0 138 71 2 2 2 1
Washoe 5008 0 260 123 4 3 10 5
Washoe 5009 0 388 122 2 1 9 4
Washoe 5010 0 366 104 6 6 5 6
Washoe 5011 0 405 255 4 8 8 4
Washoe 5012 0 205 126 4 2 7 4
Washoe 5014 0 309 242 1 2 5 4
Washoe 5015 0 252 238 1 5 5 8
Washoe 5016 0 520 315 9 8 10 4
Washoe 5018 0 437 239 8 11 22 10
Washoe 5020 0 103 71 1 1 3 1
Washoe 5022 0 512 215 3 7 15 6
Washoe 5023 0 0 0 0 0 0 0
Washoe 5024 0 515 337 10 7 13 10
Washoe 5026 0 494 273 7 9 9 7
Washoe 5027 0 600 145 6 4 7 8
Washoe 5030 0 308 365 2 4 4 4
Washoe 5031 0 333 457 1 2 5 0
Washoe 5032 0 58 58 2 1 1 2
Washoe 5033 0 388 210 3 6 6 8
Washoe 5034 0 346 265 6 7 10 5
Washoe 5035 0 507 352 3 3 14 10
Washoe 5036 0 570 449 3 5 17 8
Washoe 5039 0 10 19 0 1 1 0
Washoe 5040 0 367 384 2 6 3 2
Washoe 5041 0 249 221 0 5 10 5
Washoe 5045 0 571 815 7 7 7 6
Washoe 5046 0 628 822 8 8 8 2
Washoe 5047 0 0 0 0 0 0 0
Washoe 5048 0 7 8 0 1 0 0
Washoe 5049 0 0 0 0 0 0 0
Washoe 5051 0 0 0 0 0 0 0
Washoe 5053 0 12 13 0 0 0 0
Washoe 5054 0 4 0 0 0 0 0
Washoe 5056 0 505 245 5 6 6 6
Washoe 5061 0 0 0 0 0 0 0
Washoe 5062 0 525 387 5 13 15 11
Washoe 5063 0 84 49 1 2 3 1
Washoe 5064 0 362 90 2 9 11 5
Washoe 5065 0 0 0 0 0 0 0
Washoe 5066 0 296 107 3 4 6 2
Washoe 6100 0 385 157 7 4 16 8
Washoe 6101 0 94 21 0 1 0 2
Washoe 6104 0 0 0 0 0 0 0
Washoe 6105 0 153 62 1 3 5 4
Washoe 6106 0 190 115 5 5 4 4
Washoe 6107 0 30 51 0 1 2 1
Washoe 6108 0 467 230 9 8 17 16
Washoe 6109 0 306 149 3 6 13 9
Washoe 6110 0 332 206 7 5 10 14
Washoe 6111 0 256 160 3 6 5 7
Washoe 6113 0 237 98 3 3 12 6
Washoe 6114 0 422 235 10 6 24 6
Washoe 6115 0 17 7 0 0 0 0
Washoe 6202 0 550 274 11 11 15 5
Washoe 6203 0 196 78 3 5 5 2
Washoe 6205 0 422 156 9 6 20 12
Washoe 6206 0 70 13 3 1 2 1
Washoe 6207 0 2 0 0 0 0 0
Washoe 6208 0 266 147 7 4 11 6
Washoe 6209 0 188 71 3 4 7 3
Washoe 6210 0 332 184 8 7 10 11
Washoe 6211 0 461 293 7 6 15 14
Washoe 6212 0 121 128 1 4 6 1
Washoe 6213 0 261 150 2 10 16 4
Washoe 6214 0 247 236 3 1 10 10
Washoe 6216 0 297 244 3 4 10 10
Washoe 6217 0 0 0 0 0 0 0
Washoe 6218 0 0 0 0 0 0 0
Washoe 6300 0 307 295 7 7 10 3
Washoe 6301 0 92 147 2 2 3 3
Washoe 6302 0 260 180 6 9 14 6
Washoe 6303 0 16 12 0 1 0 0
Washoe 6306 0 308 261 2 10 8 5
Washoe 6307 0 498 385 6 8 22 10
Washoe 6308 0 414 475 5 0 18 7
Washoe 6310 0 223 243 3 3 13 7
Washoe 6311 0 305 267 5 9 7 3
Washoe 6313 0 422 389 1 7 12 8
Washoe 6314 0 221 196 1 8 8 3
Washoe 6317 0 0 0 0 0 0 0
Washoe 6318 0 61 71 1 1 1 0
Washoe 6319 0 294 407 3 7 8 5
Washoe 6320 0 354 411 4 3 12 8
Washoe 6400 0 280 309 1 4 7 4
Washoe 6403 0 496 526 2 11 14 10
Washoe 6405 0 302 358 1 9 15 9
Washoe 6411 0 374 510 10 6 17 6
Washoe 6413 0 377 590 7 12 21 7
Washoe 6414 0 0 0 0 0 0 0
Washoe 6415 0 284 522 4 0 8 2
Washoe 6416 0 503 569 4 11 14 8
Washoe 6418 0 394 603 3 8 12 9
Washoe 6422 0 431 627 9 5 20 5
Washoe 6423 0 346 564 3 7 15 10
Washoe 6425 0 504 799 4 14 25 10
Washoe 6427 0 0 0 0 0 0 0
Washoe 6500 0 597 598 7 9 25 4
Washoe 6501 0 503 478 11 9 21 12
Washoe 6503 0 4 3 0 0 0 0
Washoe 6508 0 255 252 1 6 6 4
Washoe 6511 0 310 185 3 9 11 11
Washoe 6513 0 332 193 3 8 11 6
Washoe 6514 0 397 306 9 4 13 7
Washoe 6516 0 489 530 7 5 18 8
Washoe 6519 0 472 529 4 7 15 10
Washoe 6520 0 187 153 3 3 6 4
Washoe 6521 0 114 153 3 1 4 3
Washoe 6522 0 179 242 1 0 12 4
Washoe 6523 0 0 0 0 0 0 0
Washoe 6524 0 543 544 9 17 18 17
Washoe 6525 0 42 42 1 1 1 2
Washoe 6526 0 197 141 2 3 9 6
Washoe 6527 0 0 0 0 0 0 0
Washoe 6528 0 0 0 0 0 0 0
Washoe 6529 0 0 0 0 0 0 0
Washoe 7100 0 0 7 0 0 0 0
Washoe 7300 0 79 11 0 4 1 2
Washoe 7302 0 0 0 0 0 0 1
Washoe 7304 0 141 96 2 3 8 3
Washoe 7306 0 38 22 1 1 1 2
Washoe 7307 0 8 9 0 0 0 0
Washoe 7308 0 12 7 0 0 0 0
Washoe 7309 0 3 3 1 0 1 0
Washoe 7312 0 197 155 3 9 12 8
Washoe 7313 0 71 35 2 1 8 0
Washoe 7314 0 185 164 2 6 4 5
Washoe 7315 0 1 0 0 0 0 0
Washoe 7316 0 304 184 5 13 21 15
Washoe 7317 0 1 1 0 0 0 0
Washoe 7318 0 35 30 0 2 2 0
Washoe 7319 0 9 11 0 0 0 0
Washoe 7321 0 0 1 0 0 0 0
Washoe 7400 0 0 4 0 0 0 0
Washoe 7402 0 309 272 8 3 17 20
Washoe 7403 0 0 3 0 0 0 0
Washoe 7404 0 7 29 1 0 0 0
Washoe 7406 0 0 6 0 0 0 0
Washoe 7407 0 216 520 5 4 17 9
Washoe 7408 0 137 390 2 1 3 4
Washoe 7410 0 260 468 9 9 10 5
Washoe 7412 0 193 123 7 5 10 6
Washoe 7413 0 0 2 0 0 0 0
Washoe 7414 0 348 658 13 10 20 10
Washoe 7415 0 368 610 7 10 19 8
Washoe 7416 0 258 527 0 4 10 10
Washoe 7417 0 173 510 6 11 10 6
Washoe 7418 0 305 755 6 11 9 8
Washoe 7424 0 25 41 5 1 0 1
Washoe 7425 0 249 481 5 12 15 7
Washoe 7426 0 11 14 0 0 0 0
Washoe 7428 0 0 4 0 0 0 0
Washoe 7430 0 238 534 5 2 10 14
Washoe 7431 0 14 52 1 0 1 1
Washoe 7433 0 22 79 0 0 0 3
Washoe 7500 0 52 93 1 3 1 1
Washoe 7501 0 131 99 1 3 3 3
Washoe 7502 0 426 286 3 6 16 16
Washoe 7503 0 13 11 1 1 2 1
Washoe 7504 0 395 305 6 9 17 9
Washoe 7505 0 111 95 2 4 3 3
Washoe 7506 0 126 265 4 3 7 1
Washoe 7507 0 76 106 1 3 3 3
Washoe 7508 0 35 18 1 2 0 2
Washoe 7509 0 1 3 0 0 0 0
Washoe 7512 0 20 41 0 3 1 0
Washoe 7513 0 216 181 7 9 9 7
Washoe 7514 0 146 113 5 2 10 7
Washoe 7516 0 12 16 0 0 0 0
Washoe 7517 0 120 94 2 6 4 6
Washoe 7518 0 1 0 0 0 0 0
Washoe 7519 0 127 365 3 7 6 4
Washoe 7520 0 236 341 6 4 10 10
Washoe 7521 0 12 36 0 0 0 1
Washoe 7522 0 37 30 0 4 0 2
Washoe 7523 0 381 625 5 18 22 16
Washoe 7524 0 190 355 4 5 7 9
Washoe 7525 0 365 756 8 17 17 11
Washoe 7526 0 322 390 5 4 8 6
Washoe 7527 0 157 181 3 5 9 3
Washoe 7528 0 3 6 0 0 0 1
Washoe 7529 0 50 189 0 2 7 4
Washoe 7531 0 3 12 0 0 0 0
Washoe 7532 0 319 398 3 6 9 4
Washoe 7533 0 79 45 0 2 6 1
Washoe 7534 0 39 31 1 0 6 1
Washoe 7536 0 300 544 17 16 15 14
Washoe 7537 0 36 30 1 1 0 3
Washoe 7539 0 2 2 0 0 0 0
Washoe 7540 0 89 191 2 2 5 4
Washoe 7541 0 297 465 10 20 17 11
Washoe 7543 0 165 209 2 5 5 9
Washoe 7546 0 0 0 0 0 0 0
Washoe 7547 0 8 28 1 1 0 1
Washoe 7548 0 1 6 0 0 0 0
Washoe 7549 0 0 1 0 0 0 0
Washoe 7550 0 7 12 0 0 1 0
Washoe 7552 0 48 141 0 1 0 2
Washoe 7553 0 10 27 0 0 0 0
Washoe 7556 0 2 3 0 0 0 0
Washoe 7557 0 195 323 8 9 15 13
Washoe 7558 0 0 0 0 0 0 0
Washoe 7562 0 0 0 0 0 0 0
Washoe 7563 0 18 13 1 0 1 1
Washoe 7565 0 6 7 0 0 0 0
Washoe 7566 0 0 0 0 0 0 0
Washoe 7567 0 0 0 0 0 0 0
Washoe 7569 0 5 16 1 0 0 0
Washoe 7570 0 22 40 3 2 0 2
Washoe 7571 0 16 46 0 0 1 0
Washoe 7572 0 5 8 0 0 0 0
Washoe 7573 0 137 20 0 0 2 1
Washoe 7574 0 0 0 0 0 0 0
Washoe 7576 0 160 466 2 2 12 5
Washoe 7577 0 92 99 0 1 1 1
Washoe 7578 0 22 93 2 3 3 2
Washoe 7579 0 54 42 0 0 5 5
Washoe 7581 0 111 11 2 2 3 3
Washoe 7582 0 1 9 0 0 0 0
Washoe 7583 0 0 2 0 0 0 0
Washoe 7584 0 2 0 0 0 0 0
Washoe 7585 0 0 1 0 0 0 0
Washoe 7586 0 63 118 0 0 0 0
Washoe 7587 0 3 8 0 0 0 0
Washoe 7588 0 6 8 1 0 0 0
Washoe 7589 0 7 0 0 0 0 0
Washoe 7591 0 0 0 0 0 0 0
Washoe 8100 0 330 362 2 6 9 3
Washoe 8101 0 10 5 0 0 0 0
Washoe 8102 0 21 10 0 1 0 0
Washoe 8103 0 235 331 0 0 3 2
Washoe 8104 0 201 248 1 4 2 2
Washoe 8105 0 255 256 5 9 5 4
Washoe 8106 0 315 351 0 9 3 1
Washoe 8107 0 350 357 2 4 11 3
Washoe 8108 0 289 340 3 1 3 3
Washoe 8109 0 359 443 2 4 5 4
Washoe 8110 0 114 98 1 1 3 1
Washoe 8111 0 1 3 0 0 0 0
Washoe 8112 0 28 29 0 2 2 2
Washoe 8114 0 8 15 0 0 0 0
Washoe 8115 0 0 2 0 0 0 0
Washoe 8116 0 343 326 6 6 5 3
Washoe 8117 0 299 314 1 6 3 2
Washoe 8118 0 2 10 0 0 0 0
Washoe 8125 0 2 1 0 0 0 0
Washoe 8126 0 0 0 0 0 0 0
Washoe 8127 0 1 0 0 0 0 0
Washoe 8128 0 5 2 0 0 0 0
Washoe 8129 0 16 23 0 0 0 0
Washoe 8200 0 222 460 0 1 7 1
Washoe 8201 0 100 184 3 2 2 2
Washoe 8202 0 422 617 9 5 11 11
Washoe 8203 0 275 485 0 8 4 3
Washoe 8204 0 19 80 0 0 1 0
Washoe 8205 0 336 572 1 3 9 2
Washoe 8206 0 36 101 0 2 1 0
Washoe 8207 0 158 376 1 0 3 0
Washoe 8208 0 96 197 1 2 3 1
Washoe 8209 0 329 413 6 4 10 6
Washoe 8210 0 157 296 1 2 3 2
Washoe 8211 0 15 17 0 0 1 1
Washoe 8212 0 0 3 0 0 2 0
Washoe 8213 0 56 129 1 0 1 3
Washoe 8214 0 37 84 0 0 1 0
Washoe 8216 0 112 197 1 2 1 4
Washoe 8217 0 323 434 6 7 11 3
Washoe 8218 0 1 3 0 0 0 0
Washoe 8219 0 79 217 1 1 2 1
Washoe 8220 0 208 375 7 7 6 6
Washoe 8221 0 211 293 3 3 9 7
Washoe 8222 0 232 463 6 13 8 1
Washoe 8226 0 2 0 0 0 0 0
Washoe 8227 0 11 19 1 0 2 0
Washoe 8232 0 3 17 0 0 0 0
Washoe 8233 0 298 362 1 5 2 0
Washoe 8234 0 30 52 0 1 1 0
Washoe 8235 0 54 91 0 2 4 0
Washoe 8236 0 385 646 0 2 4 4
Washoe 8237 0 100 160 4 5 4 2
Washoe 8238 0 322 618 0 4 12 1
Washoe 8240 0 271 421 2 2 13 5
Washoe 8245 0 119 156 3 9 3 9
Washoe 8247 0 61 120 0 0 2 1
Washoe 8250 0 280 394 1 9 10 3
Washoe 8253 0 155 230 2 3 3 0
Washoe 8254 0 423 548 1 9 19 5
Washoe 8256 0 191 274 3 5 3 9
Washoe 8259 0 0 0 0 0 0 0
Washoe 8260 0 0 0 0 0 0 0
Washoe 8261 0 4 9 0 0 0 0
Washoe 8263 0 225 386 2 2 5 2
Washoe 8264 0 85 140 0 2 5 0
Washoe 8265 0 1 1 0 0 0 0
Washoe 8271 0 248 368 3 2 12 1
Washoe 8273 0 69 202 1 2 4 0
Washoe 8275 0 0 0 0 0 0 0
Washoe 8276 0 10 16 0 0 0 0
Washoe 8277 0 147 237 0 2 2 0
Washoe 8290 0 0 0 0 0 0 0
Washoe 8291 0 0 0 0 0 0 0
Washoe 8292 0 0 0 0 0 0 0
Washoe 8294 0 0 1 0 0 0 1
Washoe 8297 0 241 302 4 2 14 3
Washoe 8400 0 0 0 0 0 0 0
Washoe 8500 0 25 27 0 0 0 0
Washoe 8502 0 37 123 1 3 1 2
Washoe 8505 0 9 7 0 0 1 0
Washoe 9101 0 0 0 0 0 0 0
Washoe 9102 0 0 0 0 0 0 0
Washoe 9103 0 0 0 0 0 0 0
Washoe 9106 0 0 0 0 0 0 0
Washoe 9107 0 0 0 0 0 0 0
Washoe 9109 0 0 0 0 0 0 0
Washoe 9115 0 0 0 0 0 0 0
Washoe 9116 0 0 0 0 0 0 0
