COUNTY AREA TOTAL DEM REP LMN IND Writein
COUNTY AREA TOTAL Smith Housley Wellington Trooien Writein
"Lac qui Parle" "Hamlin Twp" 89 39 46 2 2 0
"Lac qui Parle" "Hantho Twp" 55 23 30 1 1 0
"Lac qui Parle" "Lac qui Parle Twp" 86 41 44 1 0 0
"Lac qui Parle" "Lake Shore Twp" 103 44 52 2 5 0
"Lac qui Parle" Louisburg 20 9 11 0 0 0
"Lac qui Parle" Madison 720 346 337 33 4 0
"Lac qui Parle" "Madison Twp" 104 32 69 3 0 0
"Lac qui Parle" "Manfred Twp" 38 12 25 1 0 0
"Lac qui Parle" Marietta 54 24 24 6 0 0
"Lac qui Parle" "Maxwell Twp" 82 32 50 0 0 0
"Lac qui Parle" "Mehurin Twp" 28 16 12 0 0 0
"Lac qui Parle" Nassau 36 11 21 3 1 0
"Lac qui Parle" "Perry Twp" 52 13 39 0 0 0
"Lac qui Parle" "Providence Twp" 91 41 48 2 0 0
"Lac qui Parle" "Riverside Twp" 168 70 92 5 1 0
"Lac qui Parle" "Ten Mile Lake Twp" 57 26 29 1 1 0
"Lac qui Parle" "Walter Twp" 82 25 54 3 0 0
"Lac qui Parle" "Yellow Bank Twp" 75 14 59 2 0 0
Lake "Beaver Bay" 67 26 36 5 0 0
Lake "Beaver Bay Twp P-1" 161 67 90 4 0 0
Lake "Beaver Bay Twp P-4" 141 82 54 5 0 0
Lake "Crystal Bay Twp" 239 148 70 15 6 0
Lake "Fall Lake Twp" 439 243 186 7 2 1
Lake "Silver Bay P-1" 315 172 123 16 4 0
Lake "Silver Bay P-2" 638 290 322 22 4 0
Lake "Silver Creek Twp" 695 403 261 23 8 0
Lake "Stony River Twp" 111 54 51 6 0 0
Lake "Two Harbors W-1" 442 259 162 18 1 2
Lake "Two Harbors W-2" 325 166 132 22 5 0
Lake "Two Harbors W-3" 444 247 179 13 3 2
Lake "Two Harbors W-4" 488 297 174 12 5 0
Lake "Unorg Terr No 1" 95 58 35 2 0 0
Lake "Unorg Terr No 2 Prec 1" 232 148 77 7 0 0
Lake "Unorg Terr No 2 Prec 2" 366 195 163 5 3 0
Lake "Unorg Terr No 2 Prec 3" 384 211 159 9 5 0
Lake "Unorg Terr No 2 Prec 4" 228 119 101 7 1 0
Lake "Unorg Terr No 2 Prec 5" 86 24 57 4 0 1
"Lake of the Woods" "1-A Baudette Unorg" 119 29 85 4 1 0
"Lake of the Woods" "1-B Baudette City" 213 99 108 5 1 0
"Lake of the Woods" "2-A Gudrid Unorg" 105 32 70 2 1 0
"Lake of the Woods" "2-B Baudette City" 193 61 128 4 0 0
"Lake of the Woods" "3-A Unorg" 165 47 107 7 4 0
"Lake of the Woods" "3-C S McDougald Unorg" 55 22 31 1 1 0
"Lake of the Woods" "3-D Forest Unorg" 41 14 26 0 1 0
"Lake of the Woods" "4-A Wheeler Unorg" 149 41 104 3 1 0
"Lake of the Woods" "4-B Wabanica Unorg" 211 82 122 5 2 0
"Lake of the Woods" "5-B Zippel Unorg" 63 16 46 1 0 0
"Lake of the Woods" "4-C N McDougald Unorg" 59 18 36 5 0 0
"Lake of the Woods" "5-A Unorg" 241 78 159 4 0 0
"Lake of the Woods" "3-B Williams City" 52 22 23 6 1 0
"Lake of the Woods" "2-C Unorg" 68 15 48 5 0 0
"Lake of the Woods" "5-C Northwest Angle" 85 16 66 2 1 0
"Lake of the Woods" "5-D Roosevelt" 0 0 0 0 0 0
"Lake of the Woods" "3-E Baudette City" 30 16 14 0 0 0
"Le Sueur" Cleveland 320 139 162 17 2 0
"Le Sueur" "Cleveland Twp" 417 163 234 14 6 0
"Le Sueur" "Cordova Twp" 236 109 108 12 7 0
"Le Sueur" "Derrynane Twp" 248 77 160 7 4 0
"Le Sueur" Elysian 373 134 224 7 8 0
"Le Sueur" "Elysian Twp" 594 232 337 18 7 0
"Le Sueur" Heidelberg 70 29 37 2 2 0
"Le Sueur" Kasota 273 129 108 26 9 1
"Le Sueur" "Kasota Twp P-1" 238 123 107 4 4 0
"Le Sueur" "Kasota Twp P-2" 597 286 284 21 6 0
"Le Sueur" Kilkenny 61 23 32 6 0 0
"Le Sueur" "Kilkenny Twp" 210 66 128 11 4 1
"Le Sueur" "Lanesburgh Twp" 1002 320 649 27 6 0
"Le Sueur" "Le Center" 868 346 468 43 9 2
"Le Sueur" "Le Sueur P-1" 947 430 465 46 6 0
"Le Sueur" "Le Sueur P-2" 626 265 310 42 9 0
"Le Sueur" "Lexington Twp" 375 114 240 13 8 0
"Le Sueur" Mankato 0 0 0 0 0 0
"Le Sueur" Montgomery 1238 517 634 69 18 0
"Le Sueur" "Montgomery Twp" 309 103 194 8 4 0
"Le Sueur" "New Prague" 1401 551 790 49 11 0
"Le Sueur" "Ottawa Twp" 152 61 87 4 0 0
"Le Sueur" "Sharon Twp" 337 143 179 9 6 0
"Le Sueur" "Tyrone Twp" 253 101 143 8 1 0
"Le Sueur" "Washington Twp" 492 181 299 12 0 0
"Le Sueur" Waterville 779 346 380 42 10 1
"Le Sueur" "Waterville Twp" 387 145 221 14 7 0
Lincoln "Alta Vista Twp" 95 52 41 0 2 0
Lincoln Arco 43 22 16 3 2 0
Lincoln "Ash Lake Twp" 88 37 47 3 1 0
Lincoln "Diamond Lake Twp" 72 21 51 0 0 0
Lincoln "Drammen Twp" 40 8 32 0 0 0
Lincoln "Hansonville Twp" 43 18 24 0 1 0
Lincoln Hendricks 250 111 124 8 7 0
Lincoln "Hendricks Twp" 92 35 56 1 0 0
Lincoln "Hope Twp" 115 47 67 1 0 0
Lincoln Ivanhoe 264 129 119 11 5 0
Lincoln "Lake Benton" 260 83 161 9 7 0
Lincoln "Lake Benton Twp" 88 23 63 1 1 0
Lincoln "Lake Stay Twp" 73 32 38 2 1 0
Lincoln "Limestone Twp" 75 28 44 0 3 0
Lincoln "Marble Twp" 64 24 35 5 0 0
Lincoln "Marshfield Twp" 91 27 61 3 0 0
Lincoln "Royal Twp" 67 25 40 0 2 0
Lincoln "Shaokatan Twp" 97 43 48 4 2 0
Lincoln Tyler 460 183 256 16 5 0
Lincoln "Verdi Twp" 48 16 31 1 0 0
Lyon "Amiret Twp" 105 24 77 3 1 0
Lyon Balaton 271 107 141 18 5 0
Lyon "Clifton Twp" 119 39 78 2 0 0
Lyon "Coon Creek Twp" 127 39 81 2 5 0
Lyon Cottonwood 478 211 248 16 3 0
Lyon "Custer Twp" 82 33 46 2 1 0
Lyon "Eidsvold Twp" 86 26 57 1 2 0
Lyon "Fairview Twp" 173 44 123 3 2 1
Lyon Florence 14 7 6 1 0 0
Lyon Garvin 34 15 18 0 1 0
Lyon Ghent 162 69 81 10 2 0
Lyon "Grandview Twp" 141 35 101 2 3 0
Lyon "Island Lake Twp" 81 23 58 0 0 0
Lyon "Lake Marshall Twp" 303 104 195 1 3 0
Lyon "Lucas Twp" 95 31 62 2 0 0
Lyon Lynd 153 55 93 5 0 0
Lyon "Lynd Twp" 227 74 150 3 0 0
Lyon "Lyons Twp" 101 24 75 0 2 0
Lyon "Marshall W-1" 1434 670 680 65 17 2
Lyon "Marshall W-2" 1911 825 1010 56 20 0
Lyon "Marshall W-3" 1491 675 737 58 19 2
Lyon Minneota 576 222 324 20 10 0
Lyon "Monroe Twp" 80 24 52 1 3 0
Lyon "Nordland Twp" 106 44 61 1 0 0
Lyon "Rock Lake Twp" 126 28 91 5 2 0
Lyon Russell 141 45 86 9 1 0
Lyon "Shelburne Twp" 59 17 39 1 2 0
Lyon "Sodus Twp" 146 45 97 1 3 0
Lyon "Stanley Twp" 104 26 76 1 1 0
Lyon Taunton 65 34 26 5 0 0
Lyon Tracy 730 326 364 34 6 0
Lyon "Vallers Twp" 99 37 62 0 0 0
Lyon "Westerheim Twp" 128 49 77 2 0 0
McLeod "Acoma Twp" 575 178 376 15 6 0
McLeod "Bergen Twp" 452 119 317 10 6 0
McLeod Biscay 43 23 18 2 0 0
McLeod Brownton 271 100 157 9 5 0
McLeod "Collins Twp" 206 71 131 3 1 0
McLeod "Glencoe P-1" 551 193 319 32 7 0
McLeod "Glencoe P-2" 522 222 271 24 5 0
McLeod "Glencoe P-3" 546 216 307 18 5 0
McLeod "Glencoe P-4" 502 161 312 24 4 1
McLeod "Glencoe Twp" 266 71 185 6 4 0
McLeod "Hale Twp" 414 121 270 15 7 1
McLeod "Hassan Valley Twp" 318 97 208 6 7 0
McLeod "Helen Twp" 424 110 303 6 5 0
McLeod "Hutchinson P-1" 1761 701 963 74 22 1
McLeod "Hutchinson P-2" 1716 735 901 63 16 1
McLeod "Hutchinson P-3" 1992 795 1095 75 25 2
McLeod "Hutchinson Twp" 570 169 385 12 3 1
McLeod "Lester Prairie" 696 222 440 25 9 0
McLeod "Lynn Twp" 269 64 198 5 1 1
McLeod "Penn Twp" 151 46 100 4 1 0
McLeod Plato 140 40 89 7 3 1
McLeod "Rich Valley Twp" 335 99 215 16 5 0
McLeod "Round Grove Twp" 96 19 74 3 0 0
McLeod "Silver Lake" 344 131 184 24 5 0
McLeod Stewart 184 65 100 18 0 1
McLeod "Sumter Twp" 228 60 161 5 2 0
McLeod Winsted 891 260 575 44 12 0
McLeod "Winsted Twp" 455 147 294 4 10 0
Mahnomen "Beaulieu Twp" 38 13 24 1 0 0
Mahnomen Bejou 42 24 13 4 1 0
Mahnomen "Bejou Twp" 35 16 18 0 1 0
Mahnomen "Chief Twp" 43 24 16 3 0 0
Mahnomen "Clover Twp" 30 17 9 4 0 0
Mahnomen "Gregory Twp" 45 20 25 0 0 0
Mahnomen "Heier Twp" 53 27 22 0 4 0
Mahnomen "Island Lake Twp" 100 33 58 8 1 0
Mahnomen "La Garde Twp" 72 25 44 3 0 0
Mahnomen "Lake Grove Twp" 83 40 37 5 1 0
Mahnomen Mahnomen 410 222 138 41 9 0
Mahnomen "Marsh Creek Twp" 60 24 35 1 0 0
Mahnomen "Oakland Twp" 110 52 51 7 0 0
Mahnomen "Pembina Twp" 208 93 99 15 1 0
Mahnomen "Popple Grove Twp" 56 27 28 1 0 0
Mahnomen "Rosedale Twp" 90 42 46 2 0 0
Mahnomen "Twin Lakes Twp" 187 132 30 24 1 0
Mahnomen "Little Elbow Twp" 96 69 22 4 0 1
Mahnomen Waubun 139 84 44 8 3 0
Marshall "Agder Twp" 42 14 26 1 1 0
Marshall "Alma Twp" 47 16 29 1 1 0
Marshall Alvarado 116 48 63 5 0 0
Marshall Argyle 278 112 158 8 0 0
Marshall "Augsburg Twp" 31 11 20 0 0 0
Marshall "Big Woods Twp" 17 4 12 0 1 0
Marshall "Bloomer Twp" 35 19 15 1 0 0
Marshall "Boxville Twp" 28 9 17 2 0 0
Marshall "Cedar Twp" 56 19 33 2 2 0
Marshall "Como Twp" 25 9 14 1 1 0
Marshall "Comstock Twp" 61 15 44 1 1 0
Marshall "Donnelly Twp" 13 1 12 0 0 0
Marshall "Eagle Point Twp" 5 1 4 0 0 0
Marshall "East Park Twp" 7 3 4 0 0 0
Marshall "East Valley Twp" 16 4 11 1 0 0
Marshall "Eckvoll Twp" 41 18 22 1 0 0
Marshall "Espelie Twp" 19 6 12 1 0 0
Marshall "Excel Twp" 134 48 83 2 1 0
Marshall "Foldahl Twp" 40 20 18 2 0 0
Marshall "Fork Twp" 6 2 4 0 0 0
Marshall "Grand Plain Twp" 26 9 17 0 0 0
Marshall Grygla 80 38 34 5 3 0
Marshall Holt 33 15 18 0 0 0
Marshall "Holt Twp" 51 19 32 0 0 0
Marshall "Huntly Twp" 42 19 22 1 0 0
Marshall "Lincoln Twp" 43 21 20 2 0 0
Marshall "Linsell Twp" 11 8 2 0 1 0
Marshall "McCrea Twp" 128 30 93 4 0 1
Marshall "Marsh Grove Twp" 70 22 48 0 0 0
Marshall "Middle River" 160 84 65 10 1 0
Marshall "Middle River Twp" 30 11 19 0 0 0
Marshall "Moose River Twp" 15 5 10 0 0 0
Marshall "Moylan Twp" 58 22 29 6 1 0
Marshall "Mud Lake Unorg" 0 0 0 0 0 0
Marshall "Nelson Park Twp" 69 30 36 3 0 0
Marshall Newfolden 123 41 75 5 2 0
Marshall "New Folden Twp" 96 27 62 4 3 0
Marshall "New Maine Twp" 83 32 47 2 2 0
Marshall "New Solum Twp" 117 35 77 4 1 0
Marshall "Oak Park Twp" 60 20 40 0 0 0
Marshall Oslo 70 35 32 3 0 0
Marshall "Parker Twp" 15 7 8 0 0 0
Marshall "Rollis Twp" 52 26 25 1 0 0
Marshall "Sinnott Twp" 14 4 10 0 0 0
Marshall "Spruce Valley Twp" 120 51 59 6 4 0
Marshall Stephen 276 130 137 5 4 0
Marshall Strandquist 21 14 6 0 1 0
Marshall "Tamarac Twp" 32 11 20 0 1 0
Marshall "Thief Lake Twp" 27 16 10 1 0 0
Marshall "Valley Twp" 74 30 42 2 0 0
Marshall "Vega Twp" 63 24 39 0 0 0
Marshall "Veldt Twp" 21 8 13 0 0 0
Marshall Viking 31 11 15 5 0 0
Marshall "Viking Twp" 73 21 45 6 1 0
Marshall "Wanger Twp" 31 14 16 1 0 0
Marshall Warren 672 247 404 18 3 0
Marshall "Warrenton Twp" 53 7 45 1 0 0
Marshall "West Valley Twp" 56 17 38 0 1 0
Marshall "Whiteford Twp" 23 11 12 0 0 0
Marshall "Wright Twp" 46 19 26 1 0 0
Martin "Cedar Twp" 114 36 76 1 1 0
Martin "Center Creek Twp" 107 26 80 0 1 0
Martin Ceylon 141 49 72 15 5 0
Martin Dunnell 51 21 24 5 1 0
Martin "East Chain Twp" 150 36 111 1 2 0
Martin "Elm Creek Twp" 103 41 60 2 0 0
Martin "Fairmont W-1 P-1" 526 183 328 10 5 0
Martin "Fairmont W-1 P-2" 745 280 432 28 5 0
Martin "Fairmont W-2 P-1" 534 212 302 17 3 0
Martin "Fairmont W-2 P-2" 673 236 416 17 4 0
Martin "Fairmont W-3 P-1" 374 172 161 38 2 1
Martin "Fairmont W-3 P-2" 441 168 244 24 5 0
Martin "Fairmont W-4 P-1" 423 134 250 28 11 0
Martin "Fairmont W-4 P-2" 325 134 165 22 4 0
Martin "Fairmont Twp" 148 35 106 5 2 0
Martin "Fox Lake Twp" 150 60 85 4 1 0
Martin "Fraser Twp" 115 22 88 4 1 0
Martin "Galena Twp" 109 44 64 1 0 0
Martin Granada 125 43 67 10 5 0
Martin "Jay Twp" 143 37 104 1 1 0
Martin "Lake Belt Twp" 102 31 65 5 1 0
Martin "Lake Fremont Twp" 79 27 51 1 0 0
Martin "Manyaska Twp" 177 47 124 5 1 0
Martin "Nashville Twp" 97 29 65 3 0 0
Martin Northrop 86 22 59 5 0 0
Martin Ormsby 20 9 11 0 0 0
Martin "Pleasant Prairie Twp" 115 39 71 2 2 1
Martin "Rolling Green Twp" 122 43 75 2 2 0
Martin "Rutland Twp" 192 51 138 3 0 0
Martin Sherburn 452 156 272 20 4 0
Martin "Silver Lake Twp" 284 79 192 11 2 0
Martin "Tenhassen Twp" 129 33 91 3 2 0
Martin Trimont 351 130 198 21 2 0
Martin Truman 463 148 284 23 8 0
Martin "Waverly Twp" 101 41 59 0 1 0
Martin Welcome 289 117 153 15 4 0
Martin "Westford Twp" 145 33 108 3 1 0
Meeker "Acton Twp" 182 66 104 10 2 0
Meeker "Cedar Mills" 19 6 11 2 0 0
Meeker "Cedar Mills Twp" 164 44 114 4 2 0
Meeker "Collinwood Twp" 620 179 421 16 4 0
Meeker Cosmos 177 77 78 18 4 0
Meeker "Cosmos Twp" 88 33 50 3 2 0
Meeker "Danielson Twp" 133 49 78 4 2 0
Meeker Darwin 147 41 85 17 4 0
Meeker "Darwin Twp" 332 111 209 5 7 0
Meeker Dassel 672 239 389 34 10 0
Meeker "Dassel Twp" 858 256 572 22 7 1
Meeker "Eden Valley" 182 70 97 14 1 0
Meeker "Ellsworth Twp" 502 147 340 10 5 0
Meeker "Forest City Twp" 324 109 202 9 4 0
Meeker "Forest Prairie Twp" 402 142 249 10 1 0
Meeker "Greenleaf Twp" 366 139 219 6 2 0
Meeker "Grove City" 210 78 121 9 2 0
Meeker "Harvey Twp" 163 58 97 3 5 0
Meeker Kingston 67 14 50 3 0 0
Meeker "Kingston Twp" 611 148 440 20 3 0
Meeker "Litchfield W-1" 599 279 292 20 8 0
Meeker "Litchfield W-2" 536 223 280 27 6 0
Meeker "Litchfield W-3" 483 214 258 9 2 0
Meeker "Litchfield W-4" 544 235 283 21 5 0
Meeker "Litchfield W-5" 431 174 229 20 8 0
Meeker "Litchfield Twp" 428 147 272 9 0 0
Meeker "Manannah Twp" 231 60 161 8 2 0
Meeker "Swede Grove Twp" 159 52 100 6 1 0
Meeker "Union Grove Twp" 315 101 201 10 3 0
Meeker Watkins 349 115 205 25 4 0
"Mille Lacs" Bock 21 9 10 2 0 0
"Mille Lacs" "Bogus Brook Twp" 654 178 444 23 8 1
"Mille Lacs" "Borgholm Twp" 749 228 484 31 6 0
"Mille Lacs" "Bradbury Twp" 81 37 42 2 0 0
"Mille Lacs" "Dailey Twp" 88 30 56 2 0 0
"Mille Lacs" "East Side Twp" 360 150 195 15 0 0
"Mille Lacs" Foreston 182 58 110 12 2 0
"Mille Lacs" "Greenbush Twp" 532 172 334 19 7 0
"Mille Lacs" "Hayland Twp" 218 63 146 7 2 0
"Mille Lacs" Isle 380 166 188 22 3 1
"Mille Lacs" "Isle Harbor Twp" 251 82 157 9 3 0
"Mille Lacs" "Kathio Twp" 502 296 173 29 3 1
"Mille Lacs" "Lewis Twp" 17 8 8 1 0 0
"Mille Lacs" Milaca 1128 449 607 56 16 0
"Mille Lacs" "Milaca Twp" 726 231 466 25 4 0
"Mille Lacs" "Milo Twp" 649 181 440 18 9 1
"Mille Lacs" "Mudgett Twp" 41 11 27 1 2 0
"Mille Lacs" Onamia 253 126 111 12 4 0
"Mille Lacs" "Onamia Twp" 210 101 98 10 0 1
"Mille Lacs" "Page Twp" 323 95 207 18 3 0
"Mille Lacs" Pease 95 36 54 4 1 0
"Mille Lacs" Princeton 1771 693 908 139 31 0
"Mille Lacs" "Princeton Twp" 976 302 630 34 9 1
"Mille Lacs" "South Harbor Twp" 350 133 207 8 2 0
"Mille Lacs" Wahkon 138 64 63 9 2 0
Morrison "Agram Twp" 270 62 198 6 4 0
Morrison "Belle Prairie Twp" 306 69 229 8 0 0
Morrison "Bellevue Twp" 554 148 392 9 5 0
Morrison Bowlus 89 29 55 4 1 0
Morrison Buckman 108 22 77 7 2 0
Morrison "Buckman Twp" 281 41 233 7 0 0
Morrison "Buh Twp" 232 43 185 3 1 0
Morrison "Culdrum Twp" 197 44 150 1 2 0
Morrison "Cushing Twp" 348 94 240 11 1 2
Morrison "Darling Twp" 264 66 186 8 4 0
Morrison Elmdale 47 14 33 0 0 0
Morrison "Elmdale Twp" 438 82 345 9 2 0
Morrison Flensburg 96 27 66 2 1 0
Morrison Genola 20 3 16 1 0 0
Morrison "Granite Twp" 222 36 178 6 2 0
Morrison "Green Prairie Twp" 340 96 235 9 0 0
Morrison Harding 47 21 24 2 0 0
Morrison Hillman 9 5 4 0 0 0
Morrison "Hillman Twp" 85 17 66 2 0 0
Morrison "Lakin Twp" 185 63 115 1 6 0
Morrison Lastrup 37 20 16 1 0 0
Morrison "Leigh Twp" 84 16 64 2 2 0
Morrison "Little Falls W-1" 1074 443 565 52 14 0
Morrison "Little Falls W-2" 1545 577 908 48 12 0
Morrison "Little Falls W-3" 891 301 539 42 8 1
Morrison "Little Falls Twp" 802 256 522 16 8 0
Morrison "Morrill Twp" 250 71 169 6 3 1
Morrison Motley 205 62 130 12 1 0
Morrison "Motley Twp" 111 28 73 8 2 0
Morrison "Mount Morris Twp" 33 8 24 1 0 0
Morrison "Parker Twp" 199 75 120 3 1 0
Morrison Pierz 535 143 362 22 8 0
Morrison "Pierz Twp" 194 31 162 1 0 0
Morrison "Pike Creek Twp" 471 124 333 13 1 0
Morrison "Platte Twp" 130 30 93 6 1 0
Morrison "Pulaski Twp" 114 30 77 5 2 0
Morrison Randall 234 66 152 13 3 0
Morrison "Richardson Twp" 237 54 174 6 3 0
Morrison "Ripley Twp" 339 92 231 11 5 0
Morrison "Rosing Twp" 119 20 97 2 0 0
Morrison Royalton 432 139 266 21 6 0
Morrison "Scandia Valley Twp" 760 242 486 21 10 1
Morrison Sobieski 86 28 53 4 1 0
Morrison "Swan River Twp" 335 110 220 1 4 0
Morrison Swanville 117 36 74 6 1 0
Morrison "Swanville Twp" 232 46 180 3 3 0
Morrison "Two Rivers Twp" 376 92 274 4 5 1
Morrison Upsala 195 59 130 4 2 0
Mower Adams 361 178 162 14 7 0
Mower "Adams Twp" 267 136 124 5 2 0
Mower "Austin W-1 P-1" 1354 827 454 54 18 1
Mower "Austin W-1 P-2" 1303 773 450 67 13 0
Mower "Austin W-1 P-3" 59 27 29 3 0 0
Mower "Austin W-2 P-1" 1380 754 550 62 13 1
Mower "Austin W-2 P-2" 1953 1029 854 54 16 0
Mower "Austin W-3 P-1" 959 524 324 100 11 0
Mower "Austin W-3 P-2" 1116 618 399 79 20 0
Mower "Austin Twp" 426 213 193 15 5 0
Mower "Bennington Twp" 70 24 42 1 3 0
Mower Brownsdale 313 158 141 11 3 0
Mower "Clayton Twp" 82 39 40 3 0 0
Mower Dexter 160 69 81 7 2 1
Mower "Dexter Twp" 154 54 92 7 1 0
Mower Elkton 59 24 30 3 2 0
Mower "Frankford Twp" 181 50 128 2 1 0
Mower "Grand Meadow" 468 196 244 21 7 0
Mower "Grand Meadow Twp" 136 41 91 2 2 0
Mower "Lansing Twp" 413 195 197 18 3 0
Mower "Le Roy" 425 165 226 25 9 0
Mower "Le Roy Twp" 169 65 97 5 2 0
Mower "Lodi Twp" 125 54 67 3 1 0
Mower Lyle 215 105 90 17 3 0
Mower "Lyle Twp" 171 59 105 7 0 0
Mower Mapleview 56 35 14 6 1 0
Mower "Marshall Twp" 163 71 83 6 3 0
Mower "Nevada Twp" 162 81 76 2 3 0
Mower "Pleasant Valley Twp" 133 46 84 1 2 0
Mower Racine 186 51 124 9 2 0
Mower "Racine Twp" 236 75 152 5 4 0
Mower "Red Rock Twp" 382 138 236 5 3 0
Mower "Rose Creek" 186 102 72 10 2 0
Mower Sargeant 18 3 10 5 0 0
Mower "Sargeant Twp" 123 33 86 2 2 0
Mower Taopi 23 18 5 0 0 0
Mower "Udolpho Twp" 220 100 115 3 2 0
Mower Waltham 71 34 28 6 3 0
Mower "Waltham Twp" 155 52 91 8 4 0
Mower "Windom Twp" 199 100 92 5 2 0
Murray Avoca 54 15 35 4 0 0
Murray "Belfast Twp" 100 46 50 2 2 0
Murray "Bondin Twp" 144 50 90 4 0 0
Murray "Cameron Twp" 48 14 30 2 2 0
Murray "Chanarambie Twp" 87 15 69 3 0 0
Murray Chandler 97 9 84 3 1 0
Murray Currie 86 50 30 6 0 0
Murray "Des Moines River Twp" 70 31 38 1 0 0
Murray "Dovray Twp" 88 32 55 1 0 0
Murray Dovray 41 22 19 0 0 0
Murray "Ellsborough Twp" 73 30 41 1 1 0
Murray "Fenton Twp" 90 21 66 1 2 0
Murray Fulda 593 248 307 32 6 0
Murray Hadley 36 24 11 0 1 0
Murray "Holly Twp" 46 16 30 0 0 0
Murray Iona 68 28 33 7 0 0
Murray "Iona Twp" 79 37 37 4 1 0
Murray "Lake Sarah Twp" 215 78 126 10 1 0
Murray "Lake Wilson" 122 48 68 5 1 0
Murray "Leeds Twp" 115 25 85 2 3 0
Murray "Lime Lake Twp" 85 27 53 4 1 0
Murray "Lowville Twp" 82 29 52 0 1 0
Murray "Mason Twp" 175 70 102 2 1 0
Murray "Moulton Twp" 98 6 91 0 1 0
Murray "Murray Twp" 91 30 56 3 2 0
Murray "Shetek Twp" 177 73 101 1 2 0
Murray "Skandia Twp" 50 21 26 1 2 0
Murray Slayton 913 436 410 48 19 0
Murray "Slayton Twp" 170 64 98 6 2 0
Nicollet "Belgrade Twp" 575 253 299 16 7 0
Nicollet "Bernadotte Twp" 116 44 71 1 0 0
Nicollet "Brighton Twp" 67 21 42 3 1 0
Nicollet Courtland 348 118 219 5 6 0
Nicollet "Courtland Twp" 304 98 197 6 3 0
Nicollet "Granby Twp" 134 46 87 1 0 0
Nicollet Lafayette 191 75 103 9 2 2
Nicollet "Lafayette Twp" 301 114 176 7 4 0
Nicollet "Lake Prairie Twp" 370 151 207 10 2 0
Nicollet "Mankato W-2 P-30" 0 0 0 0 0 0
Nicollet "New Sweden Twp" 148 48 94 3 3 0
Nicollet Nicollet 519 198 291 27 3 0
Nicollet "Nicollet Twp" 251 92 144 13 2 0
Nicollet "North Mankato P-1" 979 614 278 79 7 1
Nicollet "North Mankato P-2" 946 555 316 61 12 2
Nicollet "North Mankato P-3" 943 512 366 54 11 0
Nicollet "North Mankato P-4" 1184 639 488 42 15 0
Nicollet "North Mankato P-5" 1297 600 640 48 9 0
Nicollet "North Mankato P-6" 1241 634 544 47 14 2
Nicollet "North Mankato P-7" 292 142 137 9 4 0
Nicollet "Oshawa Twp" 297 137 147 12 0 1
Nicollet "Ridgely Twp" 56 23 33 0 0 0
Nicollet "Saint Peter W-1 P-1" 1342 765 497 71 9 0
Nicollet "Saint Peter W-1 P-2" 1355 812 474 56 12 1
Nicollet "Saint Peter W-2 P-1" 919 664 194 48 13 0
Nicollet "Saint Peter W-2 P-2" 1110 705 335 47 22 1
Nicollet "Traverse Twp" 186 79 95 9 3 0
Nicollet "West Newton Twp" 200 59 135 4 2 0
Nobles Adrian 435 181 235 17 2 0
Nobles Bigelow 66 23 34 7 2 0
Nobles "Bigelow Twp" 192 57 127 5 3 0
Nobles "Bloom Twp" 77 33 43 0 1 0
Nobles Brewster 191 74 107 7 3 0
Nobles "Dewald Twp" 119 38 75 5 1 0
Nobles Dundee 34 17 9 7 1 0
Nobles "Elk Twp" 122 34 87 0 1 0
Nobles Ellsworth 184 45 127 9 2 1
Nobles "Graham Lakes Twp" 101 39 57 2 3 0
Nobles "Grand Prairie Twp" 83 10 73 0 0 0
Nobles "Hersey Twp" 76 26 46 3 1 0
Nobles "Indian Lake Twp" 89 22 63 2 2 0
Nobles Kinbrae 4 1 3 0 0 0
Nobles "Larkin Twp" 78 24 53 1 0 0
Nobles "Leota Twp" 162 17 143 0 2 0
Nobles Lismore 93 39 52 2 0 0
Nobles "Lismore Twp" 60 19 39 2 0 0
Nobles "Little Rock Twp" 71 8 61 2 0 0
Nobles "Lorain Twp" 135 34 95 4 2 0
Nobles "Olney Twp" 61 17 42 2 0 0
Nobles "Ransom Twp" 99 37 57 4 1 0
Nobles "Round Lake" 131 36 83 12 0 0
Nobles Rushmore 141 49 79 12 1 0
Nobles "Seward Twp" 93 26 66 1 0 0
Nobles "Summit Lake Twp" 153 67 77 8 1 0
Nobles "Westside Twp" 75 20 53 1 1 0
Nobles Wilmont 139 52 82 5 0 0
Nobles "Wilmont Twp" 77 17 55 2 3 0
Nobles "Worthington W-1 P-1" 401 186 194 19 2 0
Nobles "Worthington W-1 P-2" 247 129 104 9 5 0
Nobles "Worthington W-1 P-3" 198 109 70 17 2 0
Nobles "Worthington W-1 P-4" 131 78 46 4 3 0
Nobles "Worthington W-1 P-5" 319 181 110 21 7 0
Nobles "Worthington W-2 P-1" 827 345 436 37 9 0
Nobles "Worthington W-2 P-2" 252 123 108 19 2 0
Nobles "Worthington W-2 P-3" 231 123 85 19 4 0
Nobles "Worthington W-2 P-4" 261 147 92 17 5 0
Nobles "Worthington W-2 P-5" 551 235 288 22 6 0
Nobles "Worthington Twp" 163 56 104 2 1 0
Norman "Ada W-1" 323 154 155 11 3 0
Norman "Ada W-2" 345 163 171 10 1 0
Norman "Anthony Twp" 27 11 14 2 0 0
Norman "Bear Park Twp" 87 45 39 3 0 0
Norman Borup 31 16 13 1 1 0
Norman "Flom Twp" 102 66 31 4 1 0
