COUNTY AREA TOTAL DEM REP LIB GRN IA IND1 IND2 SAL SWP Writein
COUNTY AREA TOTAL Biden Trump Jorgensen Hawkins DeLaFuente West Pierce Riva Kennedy Writein
"Red Lake" "POPLAR RIVER TWP." 72 9 60 1 0 0 0 0 0 0 2
"Red Lake" "RED LAKE FALLS W-1" 246 81 161 0 2 1 0 1 0 0 0
"Red Lake" "RED LAKE FALLS W-2" 213 63 148 2 0 0 0 0 0 0 0
"Red Lake" "RED LAKE FALLS W-3" 228 94 128 4 0 0 1 1 0 0 0
"Red Lake" "RED LAKE FALLS TWP P-N" 76 35 40 1 0 0 0 0 0 0 0
"Red Lake" "RED LAKE FALLS TWP P-SE" 32 9 23 0 0 0 0 0 0 0 0
"Red Lake" "RED LAKE FALLS TWP P-SW" 23 13 10 0 0 0 0 0 0 0 0
"Red Lake" "RIVER TWP." 35 6 28 1 0 0 0 0 0 0 0
"Red Lake" "TERREBONNE TWP." 91 26 62 0 0 0 0 2 0 0 1
"Red Lake" "WYLIE TWP." 45 9 35 1 0 0 0 0 0 0 0
Redwood BELVIEW 181 56 118 3 0 2 1 1 0 0 0
Redwood "BROOKVILLE TWP." 116 12 102 0 0 1 1 0 0 0 0
Redwood "CHARLESTOWN TWP." 115 24 91 0 0 0 0 0 0 0 0
Redwood CLEMENTS 72 14 57 0 0 0 1 0 0 0 0
Redwood DELHI 31 14 17 0 0 0 0 0 0 0 0
Redwood "DELHI TWP." 183 41 138 0 0 1 1 1 0 0 1
Redwood "GALES TWP." 91 11 79 0 0 0 1 0 0 0 0
Redwood "GRANITE ROCK TWP." 120 15 104 1 0 0 0 0 0 0 0
Redwood "HONNER TWP." 34 5 28 1 0 0 0 0 0 0 0
Redwood "JOHNSONVILLE TWP." 66 7 59 0 0 0 0 0 0 0 0
Redwood "KINTIRE TWP." 105 18 85 1 1 0 0 0 0 0 0
Redwood LAMBERTON 440 133 297 6 0 0 1 1 0 0 2
Redwood "LAMBERTON TWP." 133 21 111 1 0 0 0 0 0 0 0
Redwood LUCAN 111 15 93 1 0 0 0 0 0 0 2
Redwood MILROY 138 38 96 4 0 0 0 0 0 0 0
Redwood MORGAN 449 128 312 6 1 1 0 1 0 0 0
Redwood "MORGAN TWP." 155 17 138 0 0 0 0 0 0 0 0
Redwood "NEW AVON TWP." 127 19 104 0 1 1 2 0 0 0 0
Redwood "NORTH HERO TWP." 90 29 60 0 0 0 0 1 0 0 0
Redwood "PAXTON TWP." 343 159 182 0 0 0 0 1 0 0 1
Redwood "REDWOOD FALLS W-1" 794 333 445 8 1 3 0 1 0 0 3
Redwood "REDWOOD FALLS W-2" 816 282 516 12 1 1 2 1 1 0 0
Redwood "REDWOOD FALLS W-3" 909 340 547 8 2 1 4 4 0 0 3
Redwood "REDWOOD FALLS TWP." 109 31 76 2 0 0 0 0 0 0 0
Redwood REVERE 40 12 27 0 0 0 0 1 0 0 0
Redwood SANBORN 179 45 130 1 1 0 0 2 0 0 0
Redwood SEAFORTH 31 9 22 0 0 0 0 0 0 0 0
Redwood "SHERIDAN TWP." 113 13 99 0 0 0 0 0 0 0 1
Redwood "SHERMAN TWP." 180 101 78 0 1 0 0 0 0 0 0
Redwood "SPRINGDALE TWP." 115 31 81 2 0 0 0 1 0 0 0
Redwood "SUNDOWN TWP." 111 16 95 0 0 0 0 0 0 0 0
Redwood "SWEDES FOREST TWP." 74 24 50 0 0 0 0 0 0 0 0
Redwood "THREE LAKES TWP." 116 19 96 0 0 1 0 0 0 0 0
Redwood "UNDERWOOD TWP." 116 11 102 3 0 0 0 0 0 0 0
Redwood "VAIL TWP." 137 23 109 3 0 1 0 1 0 0 0
Redwood VESTA 127 25 101 0 0 0 0 1 0 0 0
Redwood "VESTA TWP." 115 24 87 2 0 0 1 1 0 0 0
Redwood WABASSO 394 67 317 4 1 1 1 2 0 0 1
Redwood "WALNUT GROVE" 300 106 187 4 0 0 2 0 0 0 1
Redwood WANDA 47 6 41 0 0 0 0 0 0 0 0
Redwood "WATERBURY TWP." 114 19 94 1 0 0 0 0 0 0 0
Redwood "WESTLINE TWP." 108 25 82 0 1 0 0 0 0 0 0
Redwood "WILLOW LAKE TWP." 139 17 118 2 0 0 0 1 0 0 1
Renville "BANDON TWP." 81 31 49 0 0 0 0 1 0 0 0
Renville "BEAVER FALLS TWP." 102 33 68 1 0 0 0 0 0 0 0
Renville "BIRCH COOLEY TWP." 140 42 98 0 0 0 0 0 0 0 0
Renville "BIRD ISLAND" 603 216 380 5 0 0 2 0 0 0 0
Renville "BIRD ISLAND TWP." 137 33 102 0 0 1 0 0 0 0 1
Renville "BOON LAKE TWP" 227 47 177 3 0 0 0 0 0 0 0
Renville "BROOKFIELD TWP." 90 11 78 0 0 0 1 0 0 0 0
Renville "BUFFALO LAKE" 324 107 203 7 3 1 1 0 0 2 0
Renville "CAIRO TWP." 110 24 85 0 0 0 0 1 0 0 0
Renville "CAMP TWP." 99 20 78 1 0 0 0 0 0 0 0
Renville "CROOKS TWP." 123 17 104 0 0 0 1 1 0 0 0
Renville DANUBE 244 77 162 1 0 0 3 1 0 0 0
Renville "EMMET TWP." 108 40 66 0 1 1 0 0 0 0 0
Renville "ERICSON TWP." 139 22 116 1 0 0 0 0 0 0 0
Renville FAIRFAX 593 178 401 7 4 1 1 1 0 0 0
Renville "FLORA TWP." 114 36 77 0 0 0 0 1 0 0 0
Renville FRANKLIN 236 80 146 3 1 1 1 2 0 1 1
Renville "HAWK CREEK TWP." 141 49 89 1 0 0 0 0 0 1 1
Renville HECTOR 529 137 378 7 2 1 0 2 0 0 2
Renville "HECTOR TWP." 111 26 83 2 0 0 0 0 0 0 0
Renville "HENRYVILLE TWP." 113 22 87 3 0 1 0 0 0 0 0
Renville "KINGMAN TWP." 116 30 84 0 0 0 1 0 0 0 1
Renville "MARTINSBURG TWP." 93 21 72 0 0 0 0 0 0 0 0
Renville "MELVILLE TWP." 122 40 77 2 1 0 1 0 0 0 1
Renville MORTON 193 60 128 4 0 0 0 1 0 0 0
Renville "NORFOLK TWP." 91 24 64 0 0 0 0 1 0 0 2
Renville OLIVIA 1279 480 775 10 3 4 4 2 0 0 1
Renville "OSCEOLA TWP." 84 15 67 1 0 0 0 1 0 0 0
Renville "PALMYRA TWP." 118 46 68 0 0 0 1 3 0 0 0
Renville "PRESTON LAKE TWP." 150 31 115 2 0 0 0 1 0 0 1
Renville "REDWOOD FALLS" 0 0 0 0 0 0 0 0 0 0 0
Renville RENVILLE 546 225 312 4 1 1 1 2 0 0 0
Renville "SACRED HEART" 230 78 143 1 1 2 3 2 0 0 0
Renville "SACRED HEART TWP." 171 52 117 0 1 0 0 0 1 0 0
Renville "TROY TWP." 171 52 118 0 0 0 1 0 0 0 0
Renville "WANG TWP." 175 55 118 0 0 1 1 0 0 0 0
Renville "WELLINGTON TWP." 100 11 89 0 0 0 0 0 0 0 0
Renville "WINFIELD TWP." 125 28 93 2 1 0 0 0 0 0 1
Rice "BRIDGEWATER TWP." 1277 643 600 16 6 0 6 2 0 0 4
Rice "CANNON CITY TWP." 800 252 531 5 2 4 1 4 0 0 1
Rice "DENNISON CITY" 6 4 2 0 0 0 0 0 0 0 0
Rice DUNDAS 993 484 477 19 5 1 0 5 0 0 2
Rice "ERIN TWP." 580 163 408 3 2 1 1 0 0 0 2
Rice "FARIBAULT P-1" 2149 952 1141 26 7 5 8 7 1 0 2
Rice "FARIBAULT P-2" 2234 1052 1115 33 8 4 6 5 2 1 8
Rice "FARIBAULT P-3" 3008 1369 1545 42 6 10 16 7 1 1 11
Rice "FARIBAULT P-4" 2825 1319 1445 27 8 4 8 7 2 0 5
Rice "FOREST TWP." 896 324 553 12 1 2 0 4 0 0 0
Rice "LONSDALE CITY" 2428 713 1652 38 10 4 4 4 1 0 2
Rice MORRISTOWN 536 134 388 9 0 0 2 1 0 2 0
Rice "MORRISTOWN TWP." 425 76 347 0 2 0 0 0 0 0 0
Rice NERSTRAND 168 64 101 1 0 1 0 1 0 0 0
Rice "NORTHFIELD W-1 P-1" 1072 996 63 5 2 0 2 0 0 1 3
Rice "NORTHFIELD W-1 P-2" 2319 1653 623 11 7 6 2 3 1 0 13
Rice "NORTHFIELD W-2 P-1" 1614 1001 567 23 4 2 8 4 2 0 3
Rice "NORTHFIELD W-2 P-2" 1661 986 630 22 8 4 3 5 0 0 3
Rice "NORTHFIELD W-3 P-1" 1752 1277 432 18 10 2 5 2 0 0 6
Rice "NORTHFIELD W-4 P-1" 1442 1098 310 17 5 3 5 1 0 1 2
Rice "NORTHFIELD W-4 P-2" 860 790 52 6 4 0 3 1 2 0 2
Rice "NORTHFIELD TWP." 598 258 336 2 0 0 0 1 0 0 1
Rice "RICHLAND TWP." 228 85 138 1 2 0 0 1 0 1 0
Rice "SHIELDSVILLE TWP." 779 222 542 5 2 4 1 2 1 0 0
Rice "WALCOTT TWP." 645 165 470 5 2 2 0 0 0 0 1
Rice "WARSAW TWP." 891 241 639 4 1 3 0 3 0 0 0
Rice "WEBSTER TWP. P-1" 564 198 354 6 1 1 1 1 0 0 2
Rice "WEBSTER TWP. P-2" 686 234 440 4 3 0 2 1 0 0 2
Rice "WELLS TWP." 1024 327 683 3 2 3 2 3 0 0 1
Rice "WHEATLAND TWP." 854 201 637 6 4 2 2 1 0 0 1
Rice "WHEELING TWP." 372 121 243 3 1 2 0 2 0 0 0
Rock "BATTLE PLAIN TWP" 111 18 88 2 1 0 0 0 0 0 2
Rock "BEAVER CREEK" 161 43 115 1 1 0 1 0 0 0 0
Rock "BEAVER CREEK TWP" 230 57 172 0 0 1 0 0 0 0 0
Rock "CLINTON TWP" 149 25 123 1 0 0 0 0 0 0 0
Rock "DENVER TWP" 87 11 76 0 0 0 0 0 0 0 0
Rock HARDWICK 89 38 48 2 0 0 0 0 1 0 0
Rock HILLS 381 70 305 2 1 3 0 0 0 0 0
Rock JASPER 23 8 13 0 0 1 0 0 0 0 1
Rock "KANARANZI TWP" 132 26 106 0 0 0 0 0 0 0 0
Rock KENNETH 24 5 18 0 0 0 1 0 0 0 0
Rock "LUVERNE W-1 NE" 1180 483 678 7 5 1 4 1 0 0 1
Rock "LUVERNE W-1 NW" 327 107 207 3 1 4 0 3 1 0 1
Rock "LUVERNE W-2 SE" 705 258 425 10 2 0 1 2 0 1 6
Rock "LUVERNE W-2 SW" 342 131 207 1 1 1 1 0 0 0 0
Rock "LUVERNE TWP P1" 150 27 119 2 0 0 0 1 0 0 1
Rock "LUVERNE TWP P2" 163 44 117 1 0 0 0 1 0 0 0
Rock "MAGNOLIA CITY" 64 15 48 0 0 0 0 1 0 0 0
Rock "MAGNOLIA TWP" 139 40 99 0 0 0 0 0 0 0 0
Rock "MARTIN TWP" 223 26 192 0 1 3 0 1 0 0 0
Rock "MOUND TWP" 140 39 100 1 0 0 0 0 0 0 0
Rock "ROSE DELL TWP" 90 12 76 0 0 0 0 2 0 0 0
Rock "SPRINGWATER TWP" 148 32 114 0 0 0 1 1 0 0 0
Rock STEEN 77 15 59 1 0 2 0 0 0 0 0
Rock "VIENNA TWP" 105 26 78 1 0 0 0 0 0 0 0
Roseau BADGER 217 43 168 2 3 1 0 0 0 0 0
Roseau "BARNETT TOWNSHIP" 79 23 56 0 0 0 0 0 0 0 0
Roseau "BARTO TOWNSHIP" 89 26 59 3 0 0 0 0 1 0 0
Roseau "BEAVER TOWNSHIP" 67 18 49 0 0 0 0 0 0 0 0
Roseau "CEDARBEND TOWNSHIP" 84 17 67 0 0 0 0 0 0 0 0
Roseau "CLEAR RIVER/OAKS UNORG" 74 17 57 0 0 0 0 0 0 0 0
Roseau "DEER TOWNSHIP" 62 9 50 0 1 0 1 1 0 0 0
Roseau "DEWEY TOWNSHIP" 82 26 55 1 0 0 0 0 0 0 0
Roseau "DIETER TOWNSHIP" 101 18 82 1 0 0 0 0 0 0 0
Roseau "ENSTROM TOWNSHIP" 227 74 139 7 1 3 1 2 0 0 0
Roseau "FALUN TOWNSHIP" 161 57 102 0 0 1 0 0 0 0 1
Roseau "GOLDEN VALLEY TOWNSHIP" 97 30 64 3 0 0 0 0 0 0 0
Roseau GREENBUSH 453 134 310 3 1 0 1 1 0 0 3
Roseau "GRIMSTAD TOWNSHIP" 88 12 75 1 0 0 0 0 0 0 0
Roseau "HEREIM TOWNSHIP" 135 39 92 1 0 0 2 1 0 0 0
Roseau "HUSS TOWNSHIP" 74 15 55 1 0 1 0 1 0 0 1
Roseau "JADIS TOWNSHIP" 388 106 280 1 0 1 0 0 0 0 0
Roseau "JADIS UNORGANIZED" 11 2 9 0 0 0 0 0 0 0 0
Roseau "LAKE TOWNSHIP" 948 210 722 10 3 0 1 2 0 0 0
Roseau "LAONA TOWNSHIP" 294 69 220 3 0 1 1 0 0 0 0
Roseau "LIND TOWNSHIP" 26 4 21 0 0 0 0 0 1 0 0
Roseau "MALUNG TOWNSHIP" 253 87 161 4 0 0 0 1 0 0 0
Roseau "MICKINOCK TOWNSHIP" 158 26 129 2 0 0 0 0 0 1 0
Roseau "MOOSE TOWNSHIP" 75 15 59 0 0 1 0 0 0 0 0
Roseau "MORANVILLE TOWNSHIP" 491 86 402 1 0 0 2 0 0 0 0
Roseau "NERESON TOWNSHIP" 25 5 19 0 0 0 0 0 0 0 1
Roseau "NORLAND/SPRUCE VALLEY UNORGANIZED" 75 9 63 1 0 1 0 0 0 0 1
Roseau "JUNEBERRY/BLOOMING VALLEY UNORG" 13 2 11 0 0 0 0 0 0 0 0
Roseau "PALMVILLE TOWNSHIP" 29 8 19 0 0 0 0 0 2 0 0
Roseau "POHLITZ TOWNSHIP" 17 4 13 0 0 0 0 0 0 0 0
Roseau "POLONIA TOWNSHIP" 18 8 10 0 0 0 0 0 0 0 0
Roseau "POPLAR GROVE TOWNSHIP" 57 13 42 1 0 0 0 1 0 0 0
Roseau "REINE TOWNSHIP" 55 17 38 0 0 0 0 0 0 0 0
Roseau ROOSEVELT 80 12 67 0 1 0 0 0 0 0 0
Roseau ROSEAU 1371 445 900 15 0 3 3 1 0 1 3
Roseau "ROSS TOWNSHIP" 233 42 181 3 3 0 2 1 0 0 1
Roseau "SKAGEN TOWNSHIP" 117 21 96 0 0 0 0 0 0 0 0
Roseau "SOLER TOWNSHIP" 63 15 47 0 0 0 0 0 0 0 1
Roseau "SPRUCE TOWNSHIP" 355 78 266 5 1 1 2 2 0 0 0
Roseau "AMERICA/BELTRAMI ISLAND FOREST UNORG" 33 10 22 1 0 0 0 0 0 0 0
Roseau "STAFFORD TOWNSHIP" 178 53 123 1 0 0 0 1 0 0 0
Roseau "STOKES TOWNSHIP" 122 25 95 1 0 0 1 0 0 0 0
Roseau STRATHCONA 19 0 19 0 0 0 0 0 0 0 0
Roseau WARROAD 827 258 551 9 4 1 3 0 0 0 1
"St. Louis" "ALANGO TWP." 153 69 80 3 0 1 0 0 0 0 0
"St. Louis" "ALBORN TWP." 291 138 147 2 1 0 0 2 0 0 1
"St. Louis" "ALDEN TWP." 130 84 43 2 0 0 0 0 0 0 1
"St. Louis" "ANGORA TWP." 152 66 81 2 2 0 0 0 1 0 0
"St. Louis" "ARROWHEAD TWP." 125 50 70 4 0 0 0 0 0 0 1
"St. Louis" "AULT TWP." 91 50 40 1 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 3" 61 34 25 1 1 0 0 0 0 0 0
"St. Louis" BABBITT 924 344 569 3 2 1 1 2 0 0 2
"St. Louis" "BALKAN TWP." 553 215 332 3 0 0 1 1 0 0 1
"St. Louis" "BASSETT TWP." 27 15 12 0 0 0 0 0 0 0 0
"St. Louis" "BEATTY TWP." 340 143 195 1 0 0 1 0 0 0 0
"St. Louis" BIWABIK 575 290 262 13 1 3 0 2 0 0 4
"St. Louis" "BIWABIK TWP." 593 249 335 1 1 1 4 1 0 0 1
"St. Louis" "BREITUNG TWP." 384 166 210 4 1 0 2 0 0 0 1
"St. Louis" "UNORG. PRCT. 22" 5 3 2 0 0 0 0 0 0 0 0
"St. Louis" "BREVATOR TWP." 635 339 273 12 2 0 2 4 1 0 2
"St. Louis" BROOKSTON 43 26 16 0 0 0 0 1 0 0 0
"St. Louis" BUHL 554 232 305 8 0 3 1 3 0 0 2
"St. Louis" "CANOSIA TWP." 1532 715 792 12 2 2 1 2 1 1 4
"St. Louis" "CEDAR VALLEY TWP." 134 48 85 0 0 0 1 0 0 0 0
"St. Louis" "CHERRY TWP." 544 227 303 5 4 3 1 0 0 0 1
"St. Louis" CHISHOLM 2430 1299 1064 34 13 2 8 6 0 1 3
"St. Louis" "CLINTON TWP." 595 246 335 7 1 2 3 0 0 0 1
"St. Louis" "COLVIN TWP." 204 76 123 3 2 0 0 0 0 0 0
"St. Louis" COOK 311 150 156 2 0 1 1 0 0 0 1
"St. Louis" "COTTON TWP." 326 161 162 1 0 0 1 0 0 0 1
"St. Louis" "CRANE LAKE TWP." 90 28 62 0 0 0 0 0 0 0 0
"St. Louis" "CULVER TWP." 144 77 63 2 1 1 0 0 0 0 0
"St. Louis" "DULUTH P-1" 1500 1040 424 15 5 1 6 1 2 0 6
"St. Louis" "DULUTH P-2" 1426 1006 383 21 3 1 6 0 0 1 5
"St. Louis" "DULUTH P-3" 1778 1228 509 26 4 3 3 2 0 0 3
"St. Louis" "DULUTH P-4" 1641 1059 549 13 4 3 4 2 0 0 7
"St. Louis" "DULUTH P-5" 1533 1030 473 10 3 0 2 3 3 1 8
"St. Louis" "DULUTH P-6" 2561 1654 856 26 8 5 3 1 0 2 6
"St. Louis" "DULUTH P-7" 1697 1235 423 17 4 2 5 1 0 0 10
"St. Louis" "DULUTH P-8" 1847 1295 529 5 3 1 4 1 0 0 9
"St. Louis" "DULUTH P-9" 1085 812 245 15 6 0 1 2 2 0 2
"St. Louis" "DULUTH P-10" 787 506 253 13 3 2 7 0 1 0 2
"St. Louis" "DULUTH P-11" 2639 1769 793 43 9 4 3 5 0 0 13
"St. Louis" "DULUTH P-12" 1524 1174 306 15 14 1 4 1 2 0 7
"St. Louis" "DULUTH P-13" 1608 1232 323 25 11 3 6 2 1 0 5
"St. Louis" "DULUTH P-14" 1659 1316 268 34 15 1 8 0 7 1 9
"St. Louis" "DULUTH P-15" 1704 1299 359 20 8 3 8 1 1 0 5
"St. Louis" "DULUTH P-16" 2212 1574 579 36 7 1 1 3 2 0 9
"St. Louis" "DULUTH P-17" 1242 940 253 21 3 0 14 2 2 0 7
"St. Louis" "DULUTH P-18" 842 654 169 9 4 0 1 4 0 0 1
"St. Louis" "DULUTH P-19" 829 629 170 13 6 2 1 0 2 1 5
"St. Louis" "DULUTH P-20" 759 549 190 9 3 1 5 1 0 1 0
"St. Louis" "DULUTH P-21" 1046 788 213 21 9 1 4 2 3 0 5
"St. Louis" "DULUTH P-22" 1621 1036 553 10 10 4 4 0 0 0 4
"St. Louis" "DULUTH P-23" 1535 890 621 12 1 2 1 3 0 0 5
"St. Louis" "DULUTH P-24" 1664 1032 604 11 8 3 3 2 0 0 1
"St. Louis" "DULUTH P-25" 1584 941 617 15 5 2 1 0 0 0 3
"St. Louis" "DULUTH P-26" 1310 902 359 30 4 1 3 0 3 0 8
"St. Louis" "DULUTH P-27" 1154 762 342 27 6 5 5 2 1 0 4
"St. Louis" "DULUTH P-28" 743 523 193 8 8 1 5 1 1 0 3
"St. Louis" "DULUTH P-29" 1619 1142 441 23 3 2 5 2 0 0 1
"St. Louis" "DULUTH P-30" 1453 957 461 20 5 1 2 2 1 0 4
"St. Louis" "DULUTH P-31" 1143 683 433 10 5 1 4 4 0 0 3
"St. Louis" "DULUTH P-32" 1932 1219 664 26 8 3 0 1 0 0 11
"St. Louis" "DULUTH P-33" 956 557 362 17 3 2 6 1 0 0 8
"St. Louis" "DULUTH P-34" 1640 951 643 28 4 3 5 2 0 0 4
"St. Louis" "DULUTH TWP." 1415 798 594 8 4 5 3 2 0 0 1
"St. Louis" "EAGLE'S NEST TWP." 188 103 82 0 1 0 1 1 0 0 0
"St. Louis" "ELLSBURG TWP." 153 71 79 3 0 0 0 0 0 0 0
"St. Louis" "ELMER TWP." 84 28 55 1 0 0 0 0 0 0 0
"St. Louis" ELY 2014 962 1006 24 7 0 5 3 0 0 7
"St. Louis" "EMBARRASS TWP." 407 135 261 4 1 1 0 0 1 1 3
"St. Louis" "EVELETH P-1" 1545 792 704 28 7 0 6 1 1 0 6
"St. Louis" "EVELETH P-2" 312 159 145 4 2 0 1 1 0 0 0
"St. Louis" "FAIRBANKS TWP." 60 28 31 1 0 0 0 0 0 0 0
"St. Louis" "FAYAL TWP." 1394 644 720 17 2 3 3 1 0 0 4
"St. Louis" "FIELD TWP." 245 95 145 1 2 0 1 0 0 0 1
"St. Louis" "FINE LAKES TWP." 86 30 55 0 0 1 0 0 0 0 0
"St. Louis" "FLOODWOOD P-1" 248 140 103 0 1 0 1 2 0 0 1
"St. Louis" "FLOODWOOD TWP. P-2" 159 77 79 2 0 1 0 0 0 0 0
"St. Louis" "FREDENBERG TWP." 1064 461 585 7 4 1 3 1 0 0 2
"St. Louis" "FRENCH TWP." 438 223 210 1 0 2 0 0 1 0 1
"St. Louis" GILBERT 1036 448 564 10 6 2 2 1 1 0 2
"St. Louis" "GNESEN TWP." 1248 597 629 5 5 5 3 2 0 0 2
"St. Louis" "GRAND LAKE TWP." 1833 846 961 11 4 0 1 5 0 0 5
"St. Louis" "GREAT SCOTT TWP. P-1" 269 118 145 1 0 0 0 2 0 0 3
"St. Louis" "KINNEY/GREAT SCOTT TWP P-2" 64 32 30 2 0 0 0 0 0 0 0
"St. Louis" "GREENWOOD TWP." 711 354 348 3 1 2 1 0 1 0 1
"St. Louis" "HALDEN TWP." 86 24 59 1 0 0 1 0 0 1 0
"St. Louis" "UNORG. PRCT. 1" 38 16 22 0 0 0 0 0 0 0 0
"St. Louis" "HERMANTOWN P-1" 2105 1193 872 19 6 3 6 2 0 1 3
"St. Louis" "HERMANTOWN P-2" 1614 863 727 12 4 0 2 3 0 0 3
"St. Louis" "HERMANTOWN P-3" 2230 1164 1024 21 4 3 2 5 0 0 7
"St. Louis" "HIBBING W-1 P-A" 2201 1078 1066 26 5 5 8 3 2 0 8
"St. Louis" "HIBBING W-2 P-A" 1477 740 697 18 7 5 4 1 0 0 5
"St. Louis" "HIBBING W-2 P-B" 344 168 169 2 4 0 1 0 0 0 0
"St. Louis" "HIBBING W-3 P-A" 1456 704 711 27 1 1 3 5 0 0 4
"St. Louis" "HIBBING W-3 P-B" 790 346 425 11 4 3 0 1 0 0 0
"St. Louis" "HIBBING W-4 P-A" 1553 730 781 22 12 2 3 1 0 1 1
"St. Louis" "HIBBING W-4 P-B" 755 328 417 6 2 1 0 1 0 0 0
"St. Louis" "HOYT LAKES" 1242 559 658 16 1 0 3 1 0 0 4
"St. Louis" "INDUSTRIAL TWP." 474 226 235 8 0 1 2 1 0 0 1
"St. Louis" "IRON JUNCTION" 66 15 51 0 0 0 0 0 0 0 0
"St. Louis" "KELSEY TWP." 96 41 54 0 0 0 0 1 0 0 0
"St. Louis" "KUGLER TWP." 110 58 52 0 0 0 0 0 0 0 0
"St. Louis" "LAKEWOOD TWP." 1528 808 701 10 2 0 1 1 0 0 5
"St. Louis" "LAVELL TWP." 186 80 99 2 2 1 1 0 1 0 0
"St. Louis" "LEIDING TWP." 236 68 165 1 1 0 0 0 0 0 1
"St. Louis" LEONIDAS 22 6 16 0 0 0 0 0 0 0 0
"St. Louis" "LINDEN GROVE TWP." 69 20 46 1 1 1 0 0 0 0 0
"St. Louis" "MCDAVITT TWP." 276 114 156 4 0 2 0 0 0 0 0
"St. Louis" MCKINLEY 59 30 26 2 0 0 1 0 0 0 0
"St. Louis" MEADOWLANDS 52 23 24 4 0 0 1 0 0 0 0
"St. Louis" "MEADOWLANDS TWP" 187 89 88 10 0 0 0 0 0 0 0
"St. Louis" "MIDWAY TWP." 978 480 478 7 4 2 3 0 0 0 4
"St. Louis" "MORCOM TWP." 56 26 30 0 0 0 0 0 0 0 0
"St. Louis" "MORSE TWP." 963 521 430 5 0 2 2 0 0 1 2
"St. Louis" "MOUNTAIN IRON P-1" 906 441 445 13 1 0 4 1 0 0 1
"St. Louis" "UNORG. PRCT. 24" 55 39 16 0 0 0 0 0 0 0 0
"St. Louis" "MOUNTAIN IRON P-2" 897 440 431 15 3 3 3 0 0 0 2
"St. Louis" "NESS TWP." 45 13 31 0 0 0 0 0 0 0 1
"St. Louis" "NEW INDEPENDENCE TWP" 203 105 93 3 1 0 0 0 0 0 1
"St. Louis" "NORMANNA TWP." 518 250 262 3 0 0 0 0 0 0 3
"St. Louis" "NORTH STAR TWP." 162 89 68 2 0 0 0 1 0 0 2
"St. Louis" "NORTHLAND TWP." 118 48 67 1 2 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 2" 280 165 112 1 0 0 0 0 0 0 2
"St. Louis" ORR 145 56 88 0 0 1 0 0 0 0 0
"St. Louis" "OWENS TWP." 150 41 106 2 0 0 0 0 1 0 0
"St. Louis" "PEQUAYWAN TWP" 134 69 62 1 1 1 0 0 0 0 0
"St. Louis" "PIKE TWP." 279 133 139 5 0 0 1 0 0 0 1
"St. Louis" "UNORG. PRCT. 18" 67 29 37 1 0 0 0 0 0 0 0
"St. Louis" "PORTAGE TWP." 109 30 78 0 0 0 0 1 0 0 0
"St. Louis" "PRAIRIE LAKE TWP" 36 19 17 0 0 0 0 0 0 0 0
"St. Louis" PROCTOR 1947 1106 790 27 11 3 3 2 0 1 4
"St. Louis" "RICE LAKE" 2746 1401 1290 35 3 2 3 5 0 0 7
"St. Louis" "SANDY TWP." 243 112 127 2 0 1 0 1 0 0 0
"St. Louis" "SOLWAY TWP." 1303 597 681 15 4 2 1 2 0 0 1
"St. Louis" "STONEY BROOK TWP." 180 109 67 3 0 0 1 0 0 0 0
"St. Louis" "STURGEON TWP." 107 41 64 2 0 0 0 0 0 0 0
"St. Louis" "TOIVOLA TWP." 122 39 81 2 0 0 0 0 0 0 0
"St. Louis" "TOWER P-1" 264 108 149 0 2 0 2 1 0 0 2
"St. Louis" "TOWER P-2" 0 0 0 0 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 4" 183 84 96 1 2 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 5" 201 94 105 1 0 0 0 1 0 0 0
"St. Louis" "UNORG. PRCT. 14" 519 209 296 7 0 0 5 0 0 0 2
"St. Louis" "UNORG. PRCT. 6" 2 0 1 0 0 0 0 1 0 0 0
"St. Louis" "UNORG. PRCT. 7" 157 69 81 5 1 0 0 0 0 0 1
"St. Louis" "UNORG. PRCT. 15" 656 233 408 8 1 2 0 2 0 0 2
"St. Louis" "UNORG. PRCT. 16" 108 44 64 0 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 8" 32 10 21 1 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 9" 295 150 139 2 4 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 20" 7 5 2 0 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 10" 2 2 0 0 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 12" 9 6 3 0 0 0 0 0 0 0 0
"St. Louis" "UNORG. PRCT. 11" 67 29 37 0 0 0 0 1 0 0 0
"St. Louis" "UNORG. PRCT. 13" 148 51 95 1 0 0 0 0 0 0 1
"St. Louis" "UNORG. PRCT. 19" 77 67 8 0 0 1 0 0 0 0 1
"St. Louis" "UNORG. PRCT. 21" 114 47 64 0 0 0 1 0 2 0 0
"St. Louis" "UNORG. PRCT. 23" 41 21 18 0 0 0 1 1 0 0 0
"St. Louis" "CAMP 5 TWP." 25 4 21 0 0 0 0 0 0 0 0
"St. Louis" "VAN BUREN TWP." 100 47 52 0 1 0 0 0 0 0 0
